trips,routes
1812_4,5589
2864_22,5593
3785_15,5595
3776_80,5596
1486_30,5599
5042_73,5600
3762_7,5601
1366_75,5602
3361_9,5605
1518_42,5608
3110_10,5609
4547_0,5610
4826_10,5613
1428_16,5615
5545_46,5616
3447_0,
4051_38,
3921_35,
5544_32,
5266_20,
2085_33,
1509_1,
1439_13,
1366_70,
3291_1,
4275_92,
1729_12,
1579_10,
2995_18,
3174_29,
4272_27,
4376_11,
1257_3,
3118_3,
1418_16,
4808_56,
2266_4,
3423_11,
1366_39,
4401_81,
2228_26,
1185_16,
1429_20,
2626_44,
5019_27,
4946_45,
4292_10,
3174_38,
5386_0,
1817_3,
1589_1,
3765_40,
4104_10,
5252_30,
2853_18,
1934_2,
4854_8,
1429_18,
1488_9,
3753_32,
3030_20,
4826_9,
3429_23,
3031_0,
1617_1,
4181_10,
5083_0,
3776_102,
3073_0,
4467_50,
5122_29,
1534_73,
4949_52,
4665_1,
4695_4,
3610_58,
4012_67,
3032_28,
5064_7,
1382_0,
1621_4,
4889_16,
5010_13,
2851_1,
3903_4,
2093_3,
1788_11,
1539_26,
1469_13,
5365_0,
2284_68,
3289_0,
4694_16,
3317_1,
4164_4,
3920_25,
1397_12,
4181_77,
3866_57,
1415_61,
1482_10,
4723_71,
1228_22,
3804_3,
1550_8,
4852_0,
5544_1,
4369_38,
1705_3,
1554_40,
4895_24,
3429_26,
5266_11,
3441_13,
1443_0,
2098_38,
4050_17,
2531_51,
3939_22,
3443_0,
4275_9,
3040_0,
1132_3,
2626_46,
3939_12,
4539_14,
1275_22,
2255_37,
3428_16,
1470_17,
3105_65,
3106_16,
2205_26,
1899_0,
2739_23,
3613_6,
1970_0,
2168_0,
3045_19,
2632_24,
2629_13,
3613_15,
1963_18,
5059_25,
1084_33,
3898_28,
4813_3,
2383_8,
4138_12,
4467_26,
5341_26,
2622_5,
2772_26,
1510_10,
1182_13,
4826_11,
1727_1,
1740_59,
5144_46,
1415_113,
1812_3,
1642_0,
5308_14,
4949_67,
4693_48,
1003_8,
1962_16,
5001_46,
4802_13,
2531_39,
2772_61,
1740_40,
5144_79,
4413_5,
1601_6,
2013_80,
1537_59,
2127_1,
3081_0,
1147_0,
1464_72,
1740_11,
4272_61,
4836_73,
1418_29,
2432_0,
4836_63,
1279_2,
2013_81,
2864_25,
4808_65,
1376_5,
1374_7,
4802_7,
5266_68,
3045_25,
4181_24,
1874_77,
4402_7,
1417_26,
2201_0,
4908_10,
5599_5,
2395_3,
5509_3,
4808_11,
3433_6,
2111_71,
4327_58,
4372_53,
1378_19,
4910_0,
1488_3,
1740_86,
1751_3,
1443_29,
2123_91,
3776_65,
1550_60,
4814_0,
3124_19,
1487_8,
1229_21,
1550_24,
1375_9,
3956_34,
2138_37,
4272_41,
5266_18,
1417_84,
3898_30,
1550_7,
3938_5,
1217_3,
1420_66,
5287_1,
2098_22,
4543_39,
2013_75,
3174_20,
3087_8,
3095_2,
1774_16,
5001_35,
5200_3,
1885_0,
4037_1,
5405_0,
2626_68,
4063_7,
1379_3,
2551_34,
3433_4,
1374_12,
1003_16,
3618_31,
1327_18,
1417_60,
3556_18,
4947_15,
1560_1,
2520_8,
4189_4,
1418_62,
5292_21,
4433_11,
4854_3,
1260_1,
5059_23,
1382_22,
1230_51,
4104_3,
1464_44,
1230_56,
5001_19,
3920_3,
1420_56,
1419_10,
2997_42,
1477_2,
5065_2,
1327_19,
2531_16,
3460_4,
1543_10,
4013_32,
3174_63,
1185_31,
4467_98,
4050_33,
4008_24,
4094_32,
3900_6,
3901_5,
2243_29,
3174_72,
5433_0,
3867_3,
3468_0,
4322_8,
3618_21,
2197_3,
2531_43,
1336_4,
2111_14,
4680_0,
1132_6,
4858_5,
1639_11,
3017_1,
4267_16,
2632_23,
4731_5,
2845_37,
4946_10,
3753_18,
4993_13,
4695_22,
3776_32,
4135_13,
3821_4,
1420_40,
4908_3,
2142_0,
2715_5,
4854_10,
1550_78,
2772_69,
1641_2,
3503_15,
3866_71,
3927_4,
4442_8,
1882_8,
4590_11,
2531_75,
1423_2,
4349_0,
1788_66,
3219_4,
5122_14,
1470_23,
4700_11,
3821_3,
4732_32,
4188_9,
3441_25,
3430_0,
1258_3,
1550_2,
1740_32,
2293_0,
3118_1,
3556_26,
2525_4,
1415_64,
1449_19,
5266_71,
1366_14,
3108_3,
5042_28,
2111_19,
1423_10,
4665_23,
1275_13,
2357_2,
4051_11,
4401_49,
5450_14,
3598_3,
1740_41,
3939_17,
4858_27,
3503_27,
5001_56,
3922_67,
4947_19,
5144_9,
1774_11,
5544_29,
1482_44,
4267_4,
3318_84,
1927_72,
3624_1,
1537_43,
2527_18,
2812_0,
4057_1,
1537_65,
1509_7,
2912_0,
4013_21,
5001_80,
2769_5,
4275_107,
2255_85,
2138_23,
1486_24,
1059_72,
4836_41,
5332_2,
3598_1,
4094_7,
2853_13,
1183_2,
4372_81,
4181_32,
4643_0,
3503_5,
4267_3,
3174_27,
1992_12,
5001_20,
3258_1,
3122_0,
5308_17,
4839_7,
1539_25,
4947_16,
1684_0,
1449_10,
1285_9,
5208_0,
4756_2,
1742_9,
3293_14,
3092_0,
1184_0,
4778_28,
5289_2,
5139_4,
1377_10,
3903_21,
5600_0,
3018_17,
5053_16,
2085_35,
1523_39,
5001_16,
3571_22,
1059_58,
2739_15,
3169_23,
3693_0,
3428_79,
2626_7,
3174_74,
4543_25,
2518_1,
1030_6,
3497_28,
3861_10,
5341_13,
1378_23,
4094_20,
5382_5,
4858_25,
3213_2,
1576_0,
4946_34,
2772_11,
1601_24,
2728_56,
3002_21,
3293_23,
1229_6,
1558_16,
3174_54,
4336_0,
4013_31,
2136_25,
3025_0,
1539_15,
4730_76,
1071_5,
4665_6,
1523_19,
3618_0,
1374_21,
5437_3,
3613_2,
4327_69,
4949_83,
1228_72,
4004_11,
4699_47,
4448_0,
5341_10,
3014_1,
4700_10,
4694_7,
1413_56,
4802_18,
1418_12,
4671_13,
3956_35,
4839_22,
5266_43,
5064_8,
5104_3,
1731_26,
4813_58,
3118_0,
4930_14,
2304_5,
1443_12,
3124_33,
3616_17,
2111_25,
5050_1,
3106_20,
2023_0,
4598_28,
1975_28,
1420_33,
4949_101,
1829_13,
1366_31,
4967_0,
2708_15,
4808_21,
2608_18,
4898_0,
4693_49,
4839_9,
5144_31,
2005_16,
4731_34,
3866_24,
3293_21,
2159_20,
5042_18,
1443_4,
1784_70,
5266_81,
2098_23,
2617_4,
4272_53,
3433_0,
3776_37,
1550_95,
3900_7,
5065_4,
3821_37,
5100_10,
1874_63,
5266_69,
3428_81,
2544_0,
5286_1,
1464_64,
2626_82,
4341_1,
3174_49,
1076_9,
4808_40,
1427_18,
2382_18,
1557_10,
3563_2,
5381_1,
4369_20,
1185_24,
1550_3,
5042_35,
1601_30,
4839_17,
1470_41,
1407_29,
1535_10,
3169_25,
3318_29,
1229_19,
3776_15,
1230_8,
5059_35,
3189_18,
5201_0,
5105_23,
1420_18,
2285_0,
1363_21,
4710_10,
1731_28,
3904_2,
5381_5,
3318_88,
2115_31,
2834_1,
3903_11,
2788_2,
3765_36,
4012_24,
3332_6,
2527_17,
2297_13,
3616_19,
5545_38,
3013_23,
4275_72,
1470_37,
1070_24,
1366_44,
4543_35,
1927_69,
5122_23,
1934_14,
1185_37,
2626_62,
1418_85,
1729_14,
4778_17,
1773_5,
1963_25,
3106_14,
4148_2,
1182_25,
1601_28,
1826_58,
2399_0,
4467_14,
3914_1,
5139_3,
2632_29,
2525_26,
4946_17,
4836_43,
4902_0,
1464_25,
1420_15,
1388_24,
1464_90,
4401_93,
1428_2,
3426_20,
3921_47,
1740_8,
1230_76,
4275_16,
3564_3,
3770_7,
3922_57,
2427_6,
2111_0,
1443_20,
3429_21,
5183_3,
1229_37,
3124_34,
2298_3,
4599_6,
4372_12,
2386_0,
4051_23,
3509_6,
4499_23,
1464_16,
2274_15,
1579_4,
1363_3,
4854_11,
2085_26,
4723_30,
4117_0,
5545_43,
4807_18,
4836_68,
4807_16,
3753_14,
4051_73,
5389_0,
3938_9,
1534_16,
2228_23,
4598_16,
5608_8,
1003_13,
4132_1,
3318_53,
2531_10,
3224_0,
4839_25,
3922_77,
2159_23,
1537_31,
1228_44,
4272_72,
1794_12,
4693_46,
4597_1,
4272_33,
4191_4,
1554_20,
1613_0,
2715_12,
1518_34,
1467_15,
1395_36,
1184_3,
3809_5,
3600_4,
4012_17,
5059_0,
2518_7,
2302_0,
1464_29,
2124_6,
1364_60,
5489_0,
4599_5,
3866_15,
3489_0,
3045_16,
1589_0,
1523_31,
1001_3,
4275_91,
1258_1,
2609_8,
4138_6,
4836_61,
1336_8,
2864_3,
1784_8,
2996_2,
4889_0,
3498_48,
1461_3,
2111_39,
3930_4,
3318_22,
1184_5,
4808_22,
3776_92,
4468_17,
2413_6,
4808_88,
4836_28,
4730_78,
3503_31,
1085_6,
4051_59,
1223_33,
3106_2,
3746_4,
3013_17,
1418_8,
2115_30,
5042_51,
4476_13,
4401_27,
3426_12,
1417_10,
1328_22,
1550_22,
1740_2,
3391_1,
4699_29,
1364_65,
1470_10,
4858_18,
5608_2,
5292_18,
3428_41,
2201_2,
3174_73,
4730_89,
1204_8,
5266_10,
5372_7,
2200_9,
2525_35,
2553_3,
3753_23,
1468_11,
4359_1,
2100_13,
1418_6,
2553_1,
4467_11,
4732_15,
2518_16,
2626_9,
4802_15,
3866_69,
1443_10,
2740_2,
4467_95,
1377_28,
4365_0,
5545_15,
1601_12,
2632_11,
5509_1,
4467_3,
4731_46,
3753_34,
2160_11,
3106_3,
2633_87,
1550_42,
1962_66,
1729_0,
2382_24,
1927_20,
1482_46,
1785_1,
1784_27,
4807_4,
1132_9,
2013_99,
4051_54,
3762_2,
1397_3,
4604_12,
5252_36,
3617_0,
3956_32,
1417_0,
2995_17,
1439_19,
5042_32,
1364_1,
3342_1,
3318_2,
4611_25,
2093_1,
2243_16,
4693_59,
3423_2,
3503_18,
3318_71,
3956_15,
5067_2,
2013_65,
2303_1,
2237_0,
5105_103,
1363_15,
3174_50,
2427_1,
4730_79,
1446_5,
5266_61,
1080_6,
2532_0,
1420_16,
5181_7,
1226_2,
5567_0,
1550_76,
3494_12,
3146_5,
4590_4,
2626_80,
1963_17,
4858_2,
1338_2,
3616_0,
2255_33,
4063_6,
5144_18,
4861_9,
4440_33,
1904_0,
2013_76,
2172_0,
1230_0,
4611_15,
2997_51,
1364_43,
1439_63,
3576_8,
3293_13,
1518_2,
3760_7,
1788_4,
4949_27,
5010_17,
1934_3,
5183_4,
5180_1,
4468_8,
4754_0,
1874_36,
3842_2,
3555_0,
3106_49,
4499_5,
3956_60,
2111_41,
3998_4,
4723_50,
3817_2,
3413_0,
4401_19,
3431_66,
3903_14,
2303_3,
5437_5,
2001_0,
5060_18,
4802_3,
1415_95,
1510_17,
3618_9,
1459_0,
4321_0,
4289_11,
1486_12,
2141_18,
5266_40,
4353_2,
4046_0,
5292_6,
1523_41,
3505_3,
1570_7,
2825_10,
3956_19,
2985_1,
4275_70,
1570_4,
1720_0,
2629_8,
3169_33,
4138_0,
4894_0,
4401_47,
2264_17,
4732_0,
1420_83,
4014_0,
1364_48,
1364_20,
1059_66,
2736_0,
5252_13,
2116_13,
4050_20,
4523_2,
3618_19,
1959_15,
1968_0,
1417_42,
5575_0,
1179_9,
4723_5,
2138_1,
1962_27,
3909_10,
1363_51,
2274_34,
2997_89,
2739_10,
1417_80,
4275_78,
4433_22,
1539_18,
3503_41,
2115_11,
1535_1,
2535_22,
1069_17,
1400_5,
4699_33,
4043_3,
3503_33,
2264_22,
1963_21,
1439_17,
5323_0,
3071_1,
4808_85,
2686_2,
1327_9,
1364_51,
4049_5,
3939_2,
1083_17,
3939_10,
5308_11,
5183_7,
1751_2,
1896_4,
4723_29,
1364_18,
1470_30,
5599_6,
1439_8,
3431_18,
3503_21,
1059_74,
1830_16,
1784_48,
4946_1,
3508_22,
1413_14,
5059_10,
2276_17,
3342_4,
3754_0,
2159_8,
4568_1,
4710_5,
3014_15,
1376_8,
3571_0,
4467_49,
2138_0,
4731_39,
5047_4,
1826_1,
3431_36,
4280_0,
5324_4,
5060_13,
1285_13,
1455_0,
4858_39,
4730_51,
5122_16,
1375_11,
1467_9,
2772_30,
4051_50,
1366_64,
1179_18,
5139_10,
1328_11,
2211_8,
4294_5,
4947_18,
2287_29,
1059_52,
1482_30,
3759_40,
1411_33,
5589_1,
1826_32,
4949_18,
2825_8,
2111_53,
1165_11,
2143_54,
4808_23,
1179_16,
1364_21,
1258_12,
1228_55,
4730_15,
4730_42,
3901_6,
2591_0,
5544_3,
5144_30,
5370_13,
4778_6,
5165_10,
1497_23,
4164_5,
2143_13,
2302_9,
4012_73,
3309_0,
5112_0,
2111_47,
2772_74,
1570_3,
1971_6,
1003_2,
3209_2,
1992_1,
3200_6,
2541_54,
1228_59,
4858_36,
4815_0,
4437_0,
1927_48,
1228_64,
1464_100,
3189_8,
2377_2,
1934_4,
1449_13,
2551_69,
1788_69,
1905_1,
1446_1,
2997_84,
4699_38,
1951_4,
1431_44,
3626_17,
2005_17,
5001_10,
4993_24,
1678_3,
3361_10,
5122_41,
2085_7,
1427_29,
2425_1,
1179_25,
1003_10,
1230_41,
1084_57,
5064_24,
1970_1,
2845_3,
1788_44,
5047_3,
1418_44,
4051_47,
5144_51,
4286_5,
3105_2,
5059_29,
1275_14,
3564_9,
2005_34,
4700_7,
1534_47,
2728_42,
2243_11,
2626_2,
1874_46,
2284_8,
2995_3,
4949_43,
4051_27,
2205_31,
1886_0,
2140_5,
1082_15,
1579_3,
4730_102,
4181_75,
5087_32,
3503_37,
1558_1,
1975_20,
2551_31,
1465_0,
4541_9,
3904_7,
4763_3,
4467_89,
1279_14,
2031_17,
2024_1,
4377_3,
3431_15,
1084_0,
3258_2,
2243_31,
1579_25,
1539_23,
2274_27,
4694_2,
2393_1,
1977_31,
4101_1,
4401_29,
2997_74,
1808_7,
2230_0,
5266_37,
4294_3,
3106_42,
1179_11,
3410_0,
2111_78,
3174_62,
1185_33,
1459_3,
1377_20,
3032_75,
2284_49,
2383_20,
2255_91,
3555_7,
3939_4,
2622_6,
1083_27,
2169_0,
4609_28,
1419_1,
1740_58,
1165_6,
2626_77,
3755_0,
4012_88,
5343_0,
4854_0,
3110_2,
1497_39,
2284_20,
3431_70,
5122_42,
1230_22,
3759_38,
1439_47,
2100_31,
1730_9,
3508_21,
3267_0,
4778_11,
1414_5,
1770_3,
1317_6,
2018_25,
4699_70,
5042_79,
4400_5,
3776_49,
2276_0,
3776_86,
1378_17,
3771_2,
2143_0,
4467_36,
2632_30,
1601_26,
1542_11,
2769_3,
3378_5,
4094_2,
4056_20,
1429_3,
3174_45,
1523_18,
1223_43,
4693_28,
3318_97,
1363_43,
5437_13,
3921_8,
4468_30,
5087_16,
4699_49,
1567_1,
1070_9,
3956_18,
4361_2,
5042_45,
5200_9,
1874_64,
5001_8,
4807_14,
1228_36,
2100_21,
2276_4,
3571_7,
1929_1,
2997_41,
3753_35,
4186_0,
2531_27,
1534_44,
2255_32,
2111_67,
1579_11,
5332_5,
4012_70,
5292_14,
5122_74,
2013_60,
1082_22,
1417_34,
3071_2,
3612_5,
1776_9,
5001_70,
4598_88,
3815_27,
1858_17,
1503_33,
2054_14,
2435_3,
2166_1,
3861_16,
3293_12,
3540_3,
1082_6,
2727_26,
3192_18,
2772_5,
5064_5,
4013_29,
1223_30,
3431_42,
1072_3,
1228_31,
3599_2,
4858_12,
4094_19,
1467_0,
1516_5,
1523_77,
3174_33,
5122_48,
1082_10,
5199_1,
4174_2,
2689_0,
1523_10,
1537_44,
4433_53,
3169_15,
2527_15,
2846_0,
5144_81,
4289_14,
4004_3,
1486_35,
3657_1,
4607_0,
2613_0,
3010_0,
2228_0,
5122_75,
1228_1,
2995_14,
1382_15,
5546_0,
4217_0,
1415_112,
3300_16,
5450_15,
1439_78,
5200_2,
2792_0,
1782_1,
1140_1,
2111_31,
4292_6,
3014_13,
1364_36,
4289_1,
4695_10,
2013_28,
5144_66,
4057_11,
1413_53,
3429_7,
1971_9,
1366_27,
2382_19,
4861_4,
4813_65,
2111_38,
2772_37,
3763_17,
2143_91,
3293_18,
2704_6,
2540_0,
1179_0,
3776_87,
2772_22,
5266_67,
3169_31,
2115_4,
3998_2,
2143_18,
5042_3,
1059_1,
4272_28,
3494_8,
1321_0,
1228_70,
3938_3,
4756_8,
1579_21,
1377_2,
1968_10,
4369_6,
1962_64,
4148_0,
3357_0,
4693_2,
3318_70,
5104_11,
4699_57,
1812_1,
3503_39,
4013_22,
1933_13,
3524_1,
3911_0,
1429_23,
4854_6,
1927_17,
1420_61,
4289_16,
1449_5,
1962_46,
4294_8,
4693_75,
4275_58,
1377_0,
4499_35,
1072_9,
1515_0,
4730_1,
1029_7,
1079_23,
2383_28,
3920_16,
5085_17,
2609_12,
4671_14,
2551_30,
2159_5,
2728_73,
2274_18,
4402_4,
4802_20,
1537_71,
5042_76,
4012_41,
4272_59,
4858_32,
1470_94,
1624_3,
5064_0,
4181_44,
1788_74,
5105_80,
5100_9,
3765_46,
2833_4,
5042_17,
1228_16,
2284_5,
1510_35,
4029_2,
4468_20,
4051_43,
2772_4,
1180_24,
1070_35,
2297_22,
5472_3,
1523_9,
1784_34,
2822_0,
5060_17,
1364_69,
4694_10,
3843_0,
1341_4,
4815_1,
1482_38,
4050_35,
2703_2,
1308_12,
4806_37,
1366_51,
1470_39,
3956_56,
1742_8,
2728_66,
5144_16,
3030_6,
2138_24,
3426_1,
1101_0,
4372_20,
3939_21,
1365_62,
5019_21,
4433_29,
4693_47,
2205_43,
2255_97,
4063_12,
2703_6,
3428_80,
4433_7,
2499_58,
4836_89,
3920_19,
1079_9,
1070_6,
1223_16,
4836_74,
4949_24,
5252_17,
3770_12,
3106_9,
4836_82,
4400_12,
1927_23,
2284_15,
5144_53,
4499_24,
1182_9,
2005_12,
4994_4,
5341_34,
2660_2,
2531_78,
5308_12,
2024_7,
1550_43,
4353_1,
1534_21,
2541_42,
2499_6,
1084_72,
3269_2,
2626_75,
1366_66,
3866_10,
1024_0,
2100_18,
3023_0,
5042_15,
2141_22,
3866_1,
1001_21,
1740_15,
5249_0,
1415_20,
3002_3,
4808_73,
2690_0,
4693_21,
4050_11,
1784_40,
5188_0,
4665_9,
1537_87,
2098_11,
2013_55,
1788_19,
4272_60,
2739_51,
1468_16,
1415_83,
4013_23,
2541_12,
4699_17,
4433_49,
5266_66,
4699_54,
2626_6,
2541_30,
1467_17,
3503_30,
1427_4,
1084_4,
3822_0,
4778_36,
2143_3,
5457_0,
5065_10,
1488_21,
4401_43,
1363_27,
1439_10,
1414_1,
1776_7,
5291_0,
1253_1,
1560_17,
3938_7,
2243_13,
3428_43,
4836_38,
2525_9,
4104_11,
2275_3,
3328_10,
4946_50,
4191_8,
5266_15,
3295_4,
4091_0,
1183_23,
1307_20,
3030_8,
3248_0,
1464_26,
5260_4,
4013_12,
1285_4,
4372_10,
4808_71,
3821_0,
4401_24,
3630_0,
5437_0,
4369_11,
4693_97,
1179_23,
5122_27,
4723_23,
3939_19,
4272_23,
1413_55,
2116_7,
4693_61,
5119_1,
4856_33,
5010_45,
1537_79,
1788_51,
2825_0,
1406_25,
2527_3,
1418_32,
4539_3,
1428_10,
1217_2,
4467_76,
1826_81,
1826_22,
2284_39,
2297_21,
3930_10,
2997_11,
4013_18,
1427_25,
2728_65,
1740_99,
3431_39,
4539_5,
3441_19,
4778_8,
1470_6,
3124_14,
1488_1,
1082_19,
1874_61,
3106_36,
1439_22,
4433_24,
3234_1,
3426_2,
1550_14,
4376_8,
1418_87,
4178_13,
1083_31,
1523_40,
3318_46,
3776_25,
3677_0,
2825_5,
2095_5,
4474_14,
4694_6,
1927_70,
5266_23,
1427_36,
5144_33,
3428_24,
2255_36,
2005_14,
4322_18,
2622_14,
1639_15,
1413_37,
1308_9,
3866_63,
3866_16,
4474_8,
2499_28,
2929_2,
2997_61,
1510_32,
5065_5,
1808_3,
1826_66,
3903_8,
1364_59,
1204_11,
2411_3,
1449_9,
2383_16,
1874_45,
2728_15,
4665_24,
1217_7,
3956_42,
1486_34,
4994_5,
3821_29,
1070_18,
2013_13,
3399_0,
4372_15,
2633_85,
4699_53,
2383_18,
3174_57,
2115_7,
1962_6,
1523_34,
2995_21,
1470_92,
5122_15,
3763_1,
3002_7,
4372_9,
2877_0,
4858_50,
4543_31,
3563_9,
1808_15,
1384_37,
1427_44,
4808_47,
1482_8,
3509_21,
5119_2,
5001_78,
3795_2,
4949_61,
4012_32,
1366_65,
2708_9,
5122_18,
2728_52,
4063_10,
1808_14,
2276_3,
2752_2,
4808_59,
2704_5,
1829_10,
4467_56,
3753_17,
2098_8,
1788_33,
5331_10,
5144_55,
2032_2,
2081_0,
1165_10,
3613_9,
1726_7,
2739_48,
2255_78,
1429_9,
2700_2,
1975_50,
3505_5,
1874_7,
5087_5,
3776_74,
3770_4,
4571_0,
4467_48,
2115_16,
3110_9,
3124_27,
2085_28,
4138_10,
1990_4,
4539_17,
3169_1,
4526_0,
3300_17,
4756_4,
1183_20,
2032_0,
3626_8,
5266_41,
4861_16,
3124_25,
3106_43,
3428_44,
2116_2,
3598_8,
3125_6,
4191_19,
1079_16,
3372_28,
1420_32,
4693_58,
3920_26,
3169_28,
1537_19,
4072_2,
2205_15,
1082_9,
5534_0,
4051_71,
2261_8,
2098_28,
2031_22,
1071_16,
3318_18,
1451_9,
4188_12,
1826_72,
4049_13,
2013_37,
3861_4,
1377_1,
3032_0,
2728_9,
4361_0,
5010_18,
1927_53,
4807_6,
1285_12,
3318_67,
3189_0,
3318_42,
3018_4,
2276_11,
4723_18,
1962_54,
3198_5,
1229_45,
1230_19,
1808_23,
3598_24,
5032_6,
5288_0,
4813_54,
5042_39,
3998_0,
3920_9,
2255_34,
1003_4,
4377_12,
2499_25,
3760_15,
4097_13,
1431_31,
1428_27,
1543_1,
3314_0,
2560_0,
4947_29,
4815_5,
1415_49,
1523_25,
5122_5,
4920_1,
1826_47,
1517_7,
3509_8,
2728_46,
2728_63,
1185_11,
3169_30,
3118_8,
4101_41,
5047_2,
1230_24,
1253_4,
1327_20,
1975_62,
1030_3,
1180_27,
1418_22,
3776_68,
2111_50,
1576_3,
3957_0,
3616_25,
4331_3,
2054_1,
2746_0,
2852_7,
1501_1,
1550_18,
5042_75,
2255_87,
5266_38,
2633_78,
3497_24,
1788_96,
3861_2,
4731_59,
2273_3,
2403_0,
1316_16,
4400_8,
4699_23,
4272_43,
2287_41,
5139_5,
4372_72,
5100_8,
2302_24,
3432_5,
2274_5,
5010_4,
5608_11,
2116_4,
4275_85,
3920_40,
1328_17,
4836_97,
4372_61,
4467_21,
5064_4,
3433_11,
2143_2,
3286_0,
1959_12,
4949_80,
1975_44,
5060_21,
5525_1,
2080_3,
3106_37,
1961_45,
1428_11,
1185_13,
5085_24,
1275_9,
1428_9,
1453_7,
2098_18,
1784_46,
1808_22,
1788_64,
1071_15,
4836_100,
4543_65,
3262_2,
1486_18,
5087_18,
2211_6,
2159_21,
5020_0,
2143_10,
1439_55,
5608_26,
5085_3,
3785_1,
2111_56,
1084_6,
2609_3,
4132_2,
1228_73,
3505_7,
3939_15,
4808_44,
3555_9,
2302_11,
1080_8,
1784_76,
5462_0,
1417_67,
4467_13,
3124_31,
2608_15,
1366_59,
4861_1,
1397_17,
2527_7,
2205_3,
3124_13,
1228_81,
3922_95,
1510_15,
4854_9,
5608_21,
2284_26,
1365_53,
3372_13,
2284_35,
4807_0,
1185_10,
4693_1,
3250_5,
4050_3,
2727_15,
1139_0,
3503_51,
3815_7,
2707_0,
1439_62,
1565_3,
5381_12,
4056_26,
2382_16,
1184_2,
2013_47,
2413_12,
1059_35,
1975_10,
1365_57,
4272_15,
1418_90,
4861_11,
1183_0,
5040_0,
3002_6,
2619_0,
4050_29,
3815_14,
4836_36,
4181_18,
1417_78,
5050_4,
1439_5,
2622_11,
4275_52,
2013_44,
3861_5,
2997_75,
3657_0,
2255_28,
4397_0,
2085_25,
4539_12,
4855_5,
1486_6,
4731_47,
4467_64,
4856_12,
4808_77,
3174_44,
4442_11,
4949_10,
4949_32,
3751_0,
4012_47,
2995_15,
5166_5,
4611_18,
1443_5,
2383_5,
3498_16,
2532_21,
3300_1,
1423_0,
4286_1,
1418_76,
3920_20,
4613_0,
1230_66,
4467_66,
4178_12,
1984_3,
1550_72,
1487_5,
1327_15,
4474_5,
2525_19,
4752_4,
4050_0,
1464_79,
1415_105,
4094_12,
1513_7,
3815_6,
3441_23,
2772_54,
3563_15,
1003_28,
1927_22,
1464_14,
2098_25,
5332_3,
4731_50,
1550_4,
5144_38,
4326_0,
3765_34,
4756_10,
1537_25,
4572_7,
4946_23,
2500_2,
4501_1,
2284_29,
3283_0,
5053_13,
3508_52,
1543_8,
4836_92,
5010_38,
4539_2,
1874_60,
5450_23,
1191_0,
1415_58,
5019_3,
1029_4,
1531_26,
1001_4,
2085_21,
4331_5,
3498_3,
4730_17,
3105_61,
2090_1,
4730_103,
3821_43,
1467_20,
5053_15,
4598_12,
1084_5,
4723_26,
5085_19,
5047_0,
4135_7,
4056_18,
1470_66,
5053_1,
4730_70,
1364_55,
2197_9,
1204_7,
1550_1,
5146_5,
3433_14,
1739_0,
1415_16,
2243_2,
4401_88,
4013_15,
4322_31,
1464_15,
3362_1,
4467_86,
1439_28,
5087_24,
3939_7,
4181_29,
2166_4,
5032_0,
4807_17,
4693_88,
1803_0,
2261_12,
3555_6,
5010_27,
4889_7,
3022_6,
1413_46,
3503_14,
4056_27,
2283_0,
2532_31,
1598_4,
1415_55,
3765_2,
4400_20,
5166_7,
5039_15,
2704_1,
1469_11,
1180_16,
1363_48,
3956_62,
4056_12,
3776_55,
3927_2,
3909_0,
4255_0,
3431_23,
1448_6,
1550_30,
1518_1,
2205_36,
4826_12,
1487_6,
1070_5,
3762_5,
4856_18,
1384_34,
2997_72,
4097_3,
4272_75,
2626_49,
3013_15,
4012_27,
1366_63,
2715_0,
1327_8,
2100_9,
5484_0,
3105_5,
4275_4,
1417_74,
4186_7,
1414_12,
2013_29,
1158_1,
3503_47,
2205_6,
3861_21,
4137_3,
1355_1,
3508_31,
4732_1,
2608_21,
3618_15,
1927_71,
2111_74,
1417_39,
1456_4,
4598_7,
1757_2,
1439_34,
5122_31,
3174_16,
2633_60,
5059_33,
4949_72,
1446_12,
3904_9,
1773_29,
2111_66,
1406_31,
5266_75,
2727_1,
1375_12,
1355_2,
4949_39,
4327_86,
1488_25,
3866_70,
3106_38,
1439_25,
1365_50,
2200_21,
2686_1,
3428_22,
1071_22,
3174_2,
1228_52,
4699_2,
4135_21,
2609_5,
3817_3,
1223_40,
1740_63,
3378_4,
4181_51,
1427_34,
1472_1,
3922_63,
1223_49,
2080_0,
4947_7,
2005_26,
1431_39,
4947_8,
4327_29,
4947_23,
3372_24,
5451_15,
1536_0,
4322_5,
2222_0,
4895_40,
5001_2,
1537_37,
2626_74,
2143_74,
1254_4,
4611_35,
2728_37,
1072_7,
1470_79,
3428_33,
4089_2,
4012_59,
2098_34,
5059_27,
3815_9,
1961_25,
2532_2,
4855_0,
5144_15,
1420_72,
2626_83,
2303_10,
3853_4,
1070_12,
4400_0,
4910_1,
1446_14,
3571_10,
2525_17,
4802_26,
3765_38,
3866_13,
3503_8,
4013_10,
2013_74,
1534_71,
4693_42,
2626_58,
3426_6,
1992_6,
3250_17,
1731_36,
3957_11,
2626_14,
1084_32,
2772_76,
1439_31,
5132_2,
5484_2,
1439_69,
1467_16,
4599_8,
4852_3,
1439_4,
2609_9,
3867_1,
3008_0,
1534_64,
5545_2,
4668_4,
1427_0,
1308_7,
4732_33,
4012_18,
4335_8,
