stop_id,lat,long,g_id,boundary_g_id,lower_cut_stops_0,lower_cut_stops_1,lower_cut_stops_2,lower_cut_stops_3
2158,47.2318113000035,7.65573031322317,2,-1,0,0,1,0
2159,48.21034882586501,9.02695469570544,1,-1,0,1,0,0
2160,46.477624209804105,7.327647605111362,2,-1,0,0,1,0
2161,47.647448747115796,9.1757067236235,1,-1,0,1,0,0
2162,46.302957493708895,10.0759803351877,1,-1,0,1,0,0
2163,46.237954885628795,6.89628558876997,3,-1,0,0,0,1
2164,47.653778615098105,9.13954953343266,1,-1,0,1,0,0
2165,46.2884522276239,8.49184624718664,3,-1,0,0,0,1
2166,47.2284562682694,7.08702487307361,2,-1,0,0,1,0
2167,47.460111267904395,9.13603712067126,1,-1,0,1,0,0
2168,47.561035407114886,8.286581204736759,0,-1,1,0,0,0
2169,46.3373525640907,6.89730068504116,2,-1,0,0,1,0
2170,47.2458025421575,9.25134487055689,1,-1,0,0,0,0
2171,47.040137525801,6.8022679111209285,2,-1,0,0,0,0
2172,47.03454182346889,7.42931892898217,2,-1,0,0,1,0
2173,46.8810071985137,6.64072387355523,2,-1,0,0,1,0
2174,47.197927926822786,7.38593030075315,2,-1,0,0,1,0
2175,46.6951378186608,8.5963652305085,1,-1,0,1,0,0
2176,46.532585012685296,6.64045437896996,3,-1,0,0,0,0
2177,46.5346799541504,6.616675973396,3,-1,0,0,0,0
2178,47.268672154413395,8.72473448462704,0,-1,1,0,0,0
2179,46.2730179324747,8.6800702486944,3,-1,0,0,0,1
2180,47.596103711976994,8.95590693987454,1,-1,0,1,0,0
2181,47.5788057989657,8.57225444827937,1,-1,0,0,0,0
2182,46.41087199523579,8.61631681297157,3,-1,0,0,0,1
2183,46.2193738794194,8.615310699853211,3,-1,0,0,0,1
2184,46.458171513985995,6.850022351631369,2,-1,0,0,1,0
2185,47.133836369602,7.243313766226491,2,-1,0,0,0,0
2186,47.1899130801758,8.72090766151616,1,-1,0,1,0,0
2187,47.422830820638,9.31777528582678,1,-1,0,0,0,0
2188,47.2061124422852,7.51176630577013,2,-1,0,0,1,0
2189,47.422520849634715,7.584583742711,2,-1,0,0,1,0
2190,46.7354489018066,6.922157068956209,2,-1,0,0,1,0
2191,47.054944326465,8.3120304767394,3,-1,0,0,0,1
2192,46.18364215433889,9.023774659599221,3,-1,0,0,0,1
2193,47.440453620309604,9.143951278325462,1,-1,0,1,0,0
2194,47.52583442586929,7.89845510302605,1,-1,0,1,0,0
2195,46.1831259351793,7.294616552109691,2,-1,0,0,1,0
2196,46.2683358750183,7.3551899517263,2,-1,0,0,1,0
2197,47.00007307921471,7.09955637128883,2,-1,0,0,0,0
2198,47.0370703699512,8.267761499531831,3,-1,0,0,0,1
2199,47.259210905498286,8.67877667468509,0,-1,1,0,0,0
2200,47.1742644653111,9.46594340881008,1,-1,0,0,0,0
2201,47.437512846062496,9.413409930987461,1,-1,0,0,0,0
2202,46.566866382440395,7.62175602917304,2,-1,0,0,1,0
2203,47.118061197863,9.333810213650553,1,-1,0,1,0,0
2204,46.9497877368021,7.42499803246495,2,-1,0,0,0,0
2205,47.1497779238616,7.280369271701571,2,-1,0,0,0,0
2206,46.36419472098311,9.12658684388101,3,-1,0,0,0,1
2207,46.2157004343519,8.86007466535133,3,-1,0,0,0,1
2208,47.566284724648504,9.10634780052698,1,-1,0,1,0,0
2209,47.397394975445394,8.59613166853459,0,-1,1,0,0,0
2210,47.3849035710867,8.71449369038666,0,-1,1,0,0,0
2211,47.2108175092721,7.53793423000018,2,-1,0,0,1,0
2212,47.048248415580794,7.32013768933508,2,-1,0,0,0,0
2213,47.4512310032549,8.56372943623189,0,-1,1,0,0,0
2214,47.35893216900711,8.62515623536853,0,-1,0,0,0,0
2215,47.3024128457823,7.7944661257219,1,-1,0,1,0,0
2216,47.1238742909237,9.31565526175596,1,-1,0,1,0,0
2217,46.258566846879,7.031095763476549,2,-1,0,0,1,0
2218,46.8130544169991,7.144526034418111,2,-1,0,0,1,0
2219,47.4053419567425,7.12418817638281,2,-1,0,0,1,0
2220,47.3898299409738,9.30473174789955,1,-1,0,0,0,0
2221,47.1408209351601,7.301129337920459,2,-1,0,0,0,0
2222,46.9675192680076,7.376560872338481,2,-1,0,0,0,0
2223,46.4669396995734,6.83912578723348,2,-1,0,0,1,0
2224,46.27797898658871,7.476525397169219,2,-1,0,0,1,0
2225,46.191708226462794,7.1765060585372185,2,-1,0,0,1,0
2226,47.38114462366139,7.746693718905768,2,-1,0,0,1,0
2227,46.015640656654604,8.91280577253649,3,-1,0,0,0,1
2228,47.4164973252936,8.57907266128679,0,-1,1,0,0,0
2229,46.7827982470123,6.6298183260045,2,-1,0,0,1,0
2230,46.095578546393604,7.04388777312419,2,-1,0,0,1,0
2231,46.7457112524566,8.090631691784491,2,-1,0,0,1,0
2232,47.947902268474294,8.49892497162649,1,-1,0,1,0,0
2233,47.1598084481296,8.55814191516389,1,-1,0,1,0,0
2234,49.2298001155705,9.16729849256297,1,-1,0,1,0,0
2235,47.1240698834302,7.26637351957304,2,-1,0,0,0,0
2236,48.8683937643456,9.35494757228882,1,-1,0,1,0,0
2237,46.564544162165795,6.6889184885549495,2,-1,0,0,1,0
2239,47.2031158721051,8.94146203010389,1,-1,0,1,0,0
2240,47.4976748289063,7.766699200285901,2,-1,0,0,1,0
2241,47.2954860905624,7.59198586065317,2,-1,0,0,1,0
2242,47.27065928948301,8.82258796853981,1,-1,0,1,0,0
2243,47.5813872164483,8.51282190907375,1,-1,0,1,0,0
2244,46.5762962926003,6.5307610996108485,2,-1,0,0,1,0
2245,46.8380459653724,6.67229965579642,2,-1,0,0,1,0
2246,46.318439191912496,6.959598850003519,2,-1,0,0,1,0
2247,47.4822568007251,8.444648762152429,0,-1,0,0,0,0
2248,46.7893674954694,7.6659172085465,2,-1,0,0,1,0
2249,47.167369796180715,8.520179111251709,1,-1,0,1,0,0
2250,47.2381547795327,8.28862936358483,1,-1,0,1,0,0
2251,46.461661631412106,6.883520528580849,2,-1,0,0,1,0
2252,47.5696183137014,8.75763079033608,1,-1,0,-1,0,0
2253,46.5889595578619,7.65159806291564,2,-1,0,0,1,0
2254,47.446091669905385,8.05375584936625,1,-1,0,1,0,0
2255,47.5064926343165,7.76482172134183,2,-1,0,0,1,0
2256,47.4439227934617,8.281290127712559,0,-1,1,0,0,0
2257,47.3919828024889,9.568665761563448,1,-1,0,0,0,0
2258,47.4069044585525,9.334708528934787,1,-1,0,0,0,0
2259,47.34892103524071,7.91121118006232,1,-1,0,1,0,0
2260,47.6863840329566,8.66896707178114,1,-1,0,1,0,0
2261,47.4788994410585,8.30317308803675,0,-1,1,0,0,0
2262,47.081621689533605,8.44110939993251,1,-1,0,1,0,0
2263,47.1745270435186,8.51504973097868,1,-1,0,1,0,0
2264,47.113898119512605,9.544950238059393,1,-1,0,0,0,0
2265,47.960416051128796,7.7681814205049,1,-1,0,1,0,0
2266,46.696105144437,7.623525710283,2,-1,0,0,1,0
2267,46.3083378027425,7.99617383964617,2,-1,0,0,1,0
2268,47.297953508476894,9.135084906469961,1,-1,0,0,0,0
2269,46.79474900699861,7.719968839199492,2,-1,0,0,1,0
2270,47.225143728595896,8.60443210176101,1,-1,0,1,0,0
2271,46.745889764366105,9.09471461759601,1,-1,0,1,0,0
2272,47.2740482188846,7.34373643185218,2,-1,0,0,1,0
2273,46.61725752587271,6.41118635212506,3,-1,0,0,0,0
2274,46.4787933774483,6.35487096695576,2,-1,0,0,1,0
2275,47.2068325703794,8.43346473686359,1,-1,0,1,0,0
2276,46.607236119316795,7.1961342474979615,2,-1,0,0,1,0
2277,47.4628807289886,8.313746258932309,0,-1,1,0,0,0
2278,47.9532871762135,9.64404339706441,1,-1,0,1,0,0
2279,46.4371084873159,6.91037117242692,2,-1,0,0,1,0
2280,47.045438820536795,8.29565418910763,3,-1,0,0,0,1
2281,46.6907507479817,7.86900832800851,2,-1,0,0,1,0
2282,47.1678034111357,7.7098807585574285,2,-1,0,0,1,0
2283,47.331943411596406,9.23252516535197,1,-1,0,0,0,0
2284,47.28535933278751,8.00596547624444,1,-1,0,1,0,0
2285,47.1685484877211,9.46360778907104,1,-1,0,0,0,0
2286,46.5271155368384,6.582486093677652,3,-1,0,0,0,0
2287,47.2922874144935,8.775866590606249,0,-1,1,0,0,0
2288,47.4781830146568,9.50512792150883,1,-1,0,1,0,0
2289,46.4956476319602,7.67126218448776,2,-1,0,0,1,0
2290,46.2086449902804,7.27094594436985,2,-1,0,0,1,0
2291,47.3672074169081,8.78477787822595,0,-1,1,0,0,0
2292,46.34361009164411,7.9843070947413,2,-1,0,0,1,0
2293,47.445350495296495,9.59232738615045,1,-1,0,0,0,0
2294,47.423821500037796,8.7010638768872,0,-1,1,0,0,0
2295,47.426295078250114,9.46545831855659,1,-1,0,0,0,0
2296,47.4390014816685,8.47723964066482,0,-1,0,0,0,0
2297,47.500721478341895,8.72433922590198,1,-1,0,0,0,0
2298,47.3608976579215,8.82285746312508,1,-1,0,1,0,0
2299,47.4337819579126,8.06031355094123,1,-1,0,1,0,0
2300,46.77424718175771,6.9921088801403295,2,-1,0,0,1,0
2301,47.4253409107448,8.75107308876109,0,-1,1,0,0,0
2302,46.731219038347504,9.335094804507019,1,-1,0,1,0,0
2303,46.8591746077394,7.46636545130441,2,-1,0,0,0,0
2304,46.9980696803654,6.93740147932984,2,-1,0,0,0,0
2305,47.5542032327248,8.89871120572669,1,-1,0,1,0,0
2306,47.46485448830551,9.03786024325617,1,-1,0,1,0,0
2307,46.8547885944847,8.64621274563123,1,-1,0,1,0,0
2308,46.5327580492605,6.56248061229753,3,-1,0,0,0,0
2309,46.537584311577504,6.6670175619250704,3,-1,0,0,0,0
2310,47.047464926832,6.95464913278733,2,-1,0,0,0,0
2311,47.3663556130888,8.54812569974456,0,-1,-1,0,0,0
2312,47.4796280002619,8.69746163259738,1,-1,0,0,0,0
2313,46.5729185106297,6.75249226122094,3,-1,0,0,0,0
2314,46.7746040159472,7.68674913998813,2,-1,0,0,1,0
2315,46.5179057965273,6.667143326064861,3,-1,0,0,0,0
2316,47.5545912416426,7.7988049885448,1,-1,0,1,0,0
2317,46.752518908711785,6.52645816939932,2,-1,0,0,1,0
2318,47.9063323675622,8.10602881575644,1,-1,0,1,0,0
2319,46.751878804060404,7.57147732271387,2,-1,0,0,1,0
2320,46.286012582126595,7.4479499879774,2,-1,0,0,1,0
2321,47.447968860512,8.922372830313689,1,-1,0,1,0,0
2322,46.430620202229214,6.29993898732421,2,-1,0,0,1,0
2323,47.029668064159786,6.73827193027135,2,-1,0,0,0,0
2324,46.570979432876214,7.73427900167751,2,-1,0,0,1,0
2325,47.4959268705387,7.566437773969259,2,-1,0,0,1,0
2326,46.7394629632029,7.6195461735738,2,-1,0,0,1,0
2327,46.8565946433294,7.90042241349854,2,-1,0,0,1,0
2328,47.63968967898301,9.20783946134093,1,-1,0,1,0,0
2329,46.519840589629794,6.65878899392139,3,-1,0,0,0,0
2330,47.204678259755,7.7532963362449685,2,-1,0,0,1,0
2331,47.405962099194795,8.56888576596345,0,-1,1,0,0,0
2332,47.445684632683495,8.53066245061885,0,-1,1,0,0,0
2333,45.8452249174542,9.020810219161213,3,-1,0,0,0,1
2334,46.6104142907745,9.977965154523801,1,-1,0,1,0,0
2335,46.490032188941,6.3787841198223605,2,-1,0,0,1,0
2336,46.465132962449296,6.07358150200026,2,-1,0,0,1,0
2337,46.8095622969345,7.476902689588599,2,-1,0,0,1,0
2338,46.009545347208395,8.95093925635267,3,-1,0,0,0,1
2339,46.8033275611405,7.1510208539232005,2,-1,0,0,1,0
2340,46.937534097372996,7.67976024707671,2,-1,0,0,1,0
2341,47.057416826897104,8.348879369699121,3,-1,0,0,0,1
2342,47.354581058494794,8.57502125935484,0,-1,0,0,0,0
2343,47.3770873359677,8.079708177928081,1,-1,0,1,0,0
2344,47.339851560574104,8.58152506201278,0,-1,0,0,0,0
2345,47.410485270357285,8.45874332896223,0,-1,0,0,0,0
2346,47.0514863056125,8.31024282932376,3,-1,0,0,0,1
2347,46.9755798984919,8.58569324493167,3,-1,0,0,0,1
2348,47.460578928368996,9.055377391298938,1,-1,0,1,0,0
2349,47.3579280984268,7.291247869793769,2,-1,0,0,1,0
2350,47.5521055097616,7.96454415848792,1,-1,0,1,0,0
2351,46.715491134494286,6.737490395974048,2,-1,0,0,1,0
2352,47.192422046558704,7.39904570390312,2,-1,0,0,1,0
2353,47.432378249101106,7.935636372640929,2,-1,0,0,1,0
2354,46.5787538518217,9.926419823513841,1,-1,0,1,0,0
2355,46.842593103728,7.57633720840163,2,-1,0,0,1,0
2356,47.56288424523631,9.12530225302454,1,-1,0,1,0,0
2357,46.2969249614118,7.866726607186531,2,-1,0,0,1,0
2358,47.423675634302704,9.55411305395868,1,-1,0,0,0,0
2359,46.997812357638296,6.93158937944078,2,-1,0,0,0,0
2360,46.52079250727471,6.6303483320222,-1,"[2, 3]",0,0,1,0
2361,47.232299286926896,8.875840098589821,1,-1,0,1,0,0
2362,47.3575203794638,8.86311995416492,1,-1,0,1,0,0
2363,47.4305369638936,8.561115338754739,0,-1,1,0,0,0
2364,47.3411238157399,8.72566873252266,0,-1,1,0,0,0
2365,47.357283049064506,8.32225330467411,0,-1,1,0,0,0
2366,47.694420346002396,8.61890396099019,1,-1,0,1,0,0
2367,47.1824282082091,8.71015482756376,1,-1,0,1,0,0
2368,46.7792364934838,9.15036524945496,1,-1,0,1,0,0
2369,46.9811633948016,8.617188178797281,1,-1,0,1,0,0
2370,46.2727012541975,7.383073658149249,2,-1,0,0,1,0
2371,46.0046411613049,8.858484647298221,3,-1,0,0,0,1
2372,47.421031747802715,8.50856389462643,0,-1,1,0,0,0
2373,46.952228316966114,7.25886360379676,2,-1,0,0,0,0
2374,47.325696415206004,8.26864184851039,0,-1,0,0,0,0
2375,46.208638773630504,7.20933049902351,2,-1,0,0,1,0
2376,46.2209215009693,7.399566726767992,2,-1,0,0,1,0
2377,47.07081774255779,8.71574234863176,1,-1,0,1,0,0
2378,46.89410249021271,8.24737872573232,3,-1,0,0,0,1
2379,47.4608704548655,9.05080496650214,1,-1,0,1,0,0
2380,47.2605765509943,8.59744320884959,1,-1,0,1,0,0
2381,46.9190502069493,9.55917056900898,1,-1,0,1,0,0
2382,47.11449111825901,7.84299311737679,2,-1,0,0,1,0
2383,47.225070520961296,8.816730952886529,1,-1,0,1,0,0
2384,46.9918078088719,7.457085854418159,2,-1,0,0,0,0
2385,46.502666120379295,6.4705290598022485,3,-1,0,0,0,0
2386,49.4007506764785,10.8986305230404,1,-1,0,1,0,0
2387,47.243198523659295,9.23621724117022,1,-1,0,0,0,0
2388,47.19161015557611,8.68597218011189,1,-1,0,1,0,0
2389,47.180138579003106,8.074560831349348,1,-1,0,1,0,0
2390,46.40412041906061,7.33460954856426,2,-1,0,0,1,0
2391,46.3211317536154,8.801226031080471,3,-1,0,0,0,1
2392,46.629448559201705,10.4498411901846,1,-1,0,1,0,0
2393,46.4548668349195,6.296866749052089,2,-1,0,0,1,0
2394,46.31402161474689,7.9439368058673505,2,-1,0,0,1,0
2395,47.0535489043273,9.417030141582961,1,-1,0,0,0,0
2396,46.460213631123715,6.849923536950098,2,-1,0,0,1,0
2397,46.2944919002301,7.4496208544060885,2,-1,0,0,1,0
2398,47.2303778124302,8.64039166258932,1,-1,0,1,0,0
2399,47.5011220206957,8.724959063448111,1,-1,0,0,0,0
2400,46.4885849433605,6.72692620823134,-1,"[2, 3]",0,0,0,0
2401,47.4970072127868,8.341791662106429,0,-1,1,0,0,0
2402,46.53354906658301,6.61912837412199,3,-1,0,0,0,0
2403,47.4064180816344,8.32901761876447,0,-1,1,0,0,0
2404,47.20122996009621,7.86127383341117,2,-1,0,0,1,0
2405,47.33737392305739,9.12987467782134,1,-1,0,1,0,0
2406,46.2115791705025,6.986772887351919,2,-1,0,0,1,0
2407,47.029894618111705,8.062864766348492,2,-1,0,0,1,0
2408,47.0134087770217,7.5607424550671505,2,-1,0,0,0,0
2409,46.491838099503795,9.90295582828938,1,-1,0,1,0,0
2410,47.020948067839,8.31077283534146,3,-1,0,0,0,1
2411,46.8749833961145,8.65922933409993,1,-1,0,1,0,0
2412,46.476807633375216,8.82220169296758,3,-1,0,0,0,1
2413,46.549607934171114,6.63149817558604,3,-1,0,0,0,0
2414,48.23793249604029,9.64566934772889,1,-1,0,1,0,0
2415,47.026741145563896,8.30236460428093,3,-1,0,0,0,1
2416,47.050586571393396,8.55073081406887,1,-1,0,1,0,0
2417,46.2186963928047,7.4173264199375,2,-1,0,0,1,0
2418,47.3523658098635,8.48765111480922,0,-1,0,0,0,0
2419,47.6145041100098,8.724168545997971,1,-1,0,1,0,0
2420,47.5700910600615,8.327113190361871,1,-1,0,1,0,0
2421,47.6256029969055,9.19025943122826,1,-1,0,1,0,0
2422,47.343771712631295,8.47069092224268,0,-1,0,0,0,0
2423,47.0675320763482,8.08214261234838,2,-1,0,0,1,0
2424,46.5364658433858,6.54667924644767,3,-1,0,0,0,0
2425,47.347588102752,8.53434554328425,0,-1,0,0,0,0
2426,46.9681138959404,9.688357290036187,1,-1,0,1,0,0
2427,46.8329269019114,7.86999647482118,2,-1,0,0,1,0
2428,47.4981300168482,8.26103311805284,0,-1,1,0,0,0
2429,47.1966278092807,8.781543943202669,1,-1,0,1,0,0
2430,46.0664731829324,7.232875342623558,3,-1,0,0,0,1
2431,47.5454965271996,8.69481160250886,1,-1,0,1,0,0
2432,46.5338889532998,9.87363481741163,1,-1,0,1,0,0
2433,46.7010832093999,9.42887892018215,3,-1,0,0,0,1
2434,47.461799684784495,8.32103159588753,0,-1,1,0,0,0
2435,47.2066861044404,8.75643603100804,1,-1,0,1,0,0
2436,46.9028370462141,6.94625886803249,2,-1,0,0,1,0
2437,46.29495121087339,7.88152185991804,2,-1,0,0,1,0
2438,47.328180689393704,8.63106714993886,0,-1,0,0,0,0
2439,47.7470339214024,8.45135917732574,1,-1,0,1,0,0
2440,46.5101226580874,6.6602712141403915,3,-1,0,0,0,0
2441,46.53607653689771,6.61545426460943,3,-1,0,0,0,0
2442,46.270385100577,6.9470763349411495,2,-1,0,0,1,0
2443,47.227010489118996,8.66400837141211,1,-1,0,1,0,0
2444,47.29342677462971,8.3980172157473,0,-1,0,0,0,0
2445,47.7616615156765,7.56893509045946,1,-1,0,1,0,0
2446,47.1085914036098,6.82798667770885,2,-1,0,0,0,0
2447,47.25964986682071,8.694667872063379,0,-1,1,0,0,0
2448,46.3154921119113,7.947143791432098,2,-1,0,0,1,0
2449,47.411810534562704,9.63426972677183,1,-1,0,1,0,0
2450,47.3877499742939,9.30686973827605,1,-1,0,0,0,0
2451,47.025418468610894,7.73706377905867,2,-1,0,0,1,0
2452,47.36334985256661,9.052439900319461,1,-1,0,1,0,0
2453,47.3982401972153,8.44710116287842,0,-1,0,0,0,0
2454,47.056205071208105,8.30476310608987,3,-1,0,0,0,1
2455,47.2003327551223,8.62296434607498,1,-1,0,1,0,0
2456,48.9092675842511,9.18022524950325,1,-1,0,1,0,0
2457,47.683257457724295,8.62491369024179,1,-1,0,1,0,0
2458,47.4174698884865,8.14107209499482,1,-1,0,1,0,0
2459,47.9587376956911,7.99135886972262,1,-1,0,1,0,0
2460,45.87256415033061,8.95746102531628,3,-1,0,0,0,1
2461,47.3710038609278,8.64217032685213,0,-1,1,0,0,0
2462,47.27772337722939,8.92227401563242,1,-1,0,1,0,0
2463,47.21516825683539,7.55866734676054,2,-1,0,0,1,0
2464,46.8121568162388,7.12376596819922,2,-1,0,0,1,0
2465,46.5017942693375,8.72699823914334,3,-1,0,0,0,1
2466,46.3267397977146,8.00350409236561,2,-1,0,0,1,0
2467,46.5890212925237,7.65119382103773,2,-1,0,0,1,0
2468,46.8078468943543,7.102772340006419,2,-1,0,0,1,0
2469,47.119992853399204,9.31296929905607,1,-1,0,1,0,0
2470,46.707828740758295,6.84214412658855,2,-1,0,0,1,0
2471,46.184774087817495,8.07335708886847,2,-1,0,0,1,0
2472,47.5108615417536,8.15955044039173,1,-1,0,1,0,0
2473,47.3201124607795,8.208796084274018,1,-1,0,1,0,0
2474,46.768106802401704,8.69814435221341,1,-1,0,1,0,0
2475,47.0208868268731,7.35089600466761,2,-1,0,0,0,0
2476,46.3034787924594,7.87046359876899,2,-1,0,0,1,0
2477,46.2102115636312,7.425689735233822,2,-1,0,0,1,0
2478,47.4089958281247,9.63561719969819,1,-1,0,1,0,0
2479,46.9344365122279,7.50550504823895,2,-1,0,0,1,0
2480,46.6987544193081,9.55800275913946,1,-1,0,1,0,0
2481,46.531744541478396,6.555922910722541,3,-1,0,0,0,0
2482,47.050935449729,8.31024282932376,3,-1,0,0,0,1
2483,46.840245845224885,9.5465402561125,1,-1,0,1,0,0
2484,47.1282993954595,7.6107067511768305,2,-1,0,0,1,0
2485,47.24675995939701,7.100158242529268,2,-1,0,0,1,0
2486,46.858449773117,9.51787501539226,1,-1,0,1,0,0
2487,47.523389793812285,8.537381848945,0,-1,1,0,0,0
2488,47.2880892393713,8.008669405250009,1,-1,0,1,0,0
2489,47.49831209092,8.72364752313311,1,-1,0,0,0,0
2490,47.289655215938794,8.609714195632371,0,-1,1,0,0,0
2491,46.899129790759204,6.78102275464855,2,-1,0,0,0,0
2492,47.02295060871679,8.911646945819811,1,-1,0,1,0,0
2493,47.1193510136114,7.03217374181764,2,-1,0,0,0,0
2494,47.371873840861596,8.08227735964101,1,-1,0,1,0,0
2495,47.446729557723295,8.648215988715089,1,-1,0,0,0,0
2496,46.5045334422352,7.29076277954028,2,-1,0,0,1,0
2497,47.366489468885604,7.348192075662039,2,-1,0,0,1,0
2498,46.687207558597,9.38781692853933,3,-1,0,0,0,1
2499,47.552244956379006,8.876954009542288,1,-1,0,1,0,0
2500,47.1174682389001,9.172203294014947,1,-1,0,1,0,0
2501,46.662750134417706,10.1705909009244,1,-1,0,1,0,0
2503,47.32693856690479,9.085812313129152,1,-1,0,1,0,0
2504,47.13887170426,7.24768856166076,2,-1,0,0,0,0
2505,46.9490579939847,7.43852666064567,2,-1,0,0,-1,0
2506,46.581668199794905,9.61884565334135,1,-1,0,1,0,0
2507,46.255423992253704,9.00756905187145,3,-1,0,0,0,1
2508,47.5608414268742,8.89663609742008,1,-1,0,1,0,0
2509,47.410278574768704,9.335615827371884,1,-1,0,0,0,0
2510,46.5127624971531,6.6782285366724405,3,-1,0,0,0,0
2511,47.4174881238748,9.315017457904153,1,-1,0,0,0,0
2512,46.2327789363768,6.11198448040172,2,-1,0,0,1,0
2513,47.44807820935621,8.68228908744649,0,-1,1,0,0,0
2514,47.4252072043625,8.56050448436145,0,-1,1,0,0,0
2515,46.246106171053704,9.14162464173926,3,-1,0,0,0,1
2516,47.3318581749024,7.63384735289897,2,-1,0,0,1,0
2517,46.609939119714,6.50760253158303,3,-1,0,0,0,0
2518,47.308449409439895,7.68857272001515,2,-1,0,0,1,0
2519,48.0871574741243,9.22185317977515,1,-1,0,1,0,0
2520,46.90142537319961,6.78608925285169,2,-1,0,0,0,0
2521,46.6241739297945,10.1898597637714,1,-1,0,1,0,0
2522,46.1774534246877,7.807860006609981,1,-1,0,1,0,0
2523,47.0186147373934,8.65145890689121,1,-1,0,1,0,0
2524,47.2819467514322,8.612714568681751,0,-1,1,0,0,0
2525,47.1038100152213,6.82536359707886,2,-1,0,0,0,0
2526,47.304228151329696,7.71801949503268,2,-1,0,0,1,0
2527,46.7481672782223,6.810235967692178,2,-1,0,0,1,0
2528,47.1935574522149,8.63671755307676,1,-1,0,1,0,0
2529,47.05437514552871,8.339653671729929,3,-1,0,0,0,1
2530,47.414242125271215,9.35697776483121,1,-1,0,0,0,0
2531,47.5547973702116,8.133319634091789,1,-1,0,1,0,0
2532,47.429437023513096,7.1443823039726295,2,-1,0,0,1,0
2533,47.167284294222405,7.423416997564678,2,-1,0,0,1,0
2534,46.197627982612715,7.22800647378296,2,-1,0,0,1,0
2535,46.3451232018748,6.96279685241543,2,-1,0,0,1,0
2536,46.226925113852396,7.853889681774678,2,-1,0,0,1,0
2537,46.2343696762243,7.40259404927589,2,-1,0,0,1,0
2538,46.975187622166786,7.1928014977934085,2,-1,0,0,-1,0
2539,47.6400770544889,9.194256934243151,1,-1,0,1,0,0
2540,46.8223738244403,6.50134127405184,2,-1,0,0,1,0
2541,47.2341779946317,8.73624190341822,0,-1,1,0,0,0
2542,46.432750029827396,9.772529432169911,1,-1,0,1,0,0
2543,47.4122968616864,8.48390514007392,0,-1,0,0,0,0
2544,46.9389754867945,7.42833976532234,2,-1,0,0,0,0
2545,47.4778065833107,9.54289309605847,1,-1,0,0,0,0
2546,46.232983995274,6.915051395057829,3,-1,0,0,0,1
2547,47.6963974882774,8.58315101267726,1,-1,0,1,0,0
2548,46.99335802739471,6.927151701936611,2,-1,0,0,0,0
2549,47.0131637781472,8.65781897910367,1,-1,0,1,0,0
2550,46.838801800171204,7.54401582447451,2,-1,0,0,1,0
2551,46.4742774058756,8.77504014054474,3,-1,0,0,0,1
2552,46.2303554550125,7.86378911620705,2,-1,0,0,1,0
2553,47.417615771415996,9.63252699512039,1,-1,0,1,0,0
2554,46.2245510928271,8.02029360502814,2,-1,0,0,1,0
2555,47.1139775939548,9.255009996916607,1,-1,0,1,0,0
2556,47.407597537901104,8.411887203736029,0,-1,0,0,0,0
2557,46.9470465505124,7.44392553550398,2,-1,0,0,0,0
2558,46.781371113268,6.64023878330174,2,-1,0,0,1,0
2559,48.237992327287294,9.64566934772889,1,-1,0,1,0,0
2560,47.5739031792429,8.10699001311058,1,-1,0,1,0,0
2561,46.781309598031996,6.64023878330174,2,-1,0,0,1,0
2562,47.0515475114706,8.31024282932376,3,-1,0,0,0,1
2563,47.2997202308124,9.086459100133801,1,-1,0,1,0,0
2564,47.1819519734676,8.50471012205702,1,-1,0,1,0,0
2565,47.3794536181612,8.540193575784679,-1,"[1, 2]",0,1,1,0
2566,47.02306083814361,8.63702298027341,1,-1,0,1,0,0
2567,46.1147120474652,7.49400661260062,2,-1,0,0,1,0
2568,47.397492267850396,8.54192732428327,0,-1,0,0,0,0
2569,45.914741526444395,9.03251526731492,3,-1,0,0,0,1
2570,46.33051745908521,7.99244583121656,2,-1,0,0,1,0
2571,47.37003043979429,8.56415164441549,0,-1,0,0,0,0
2573,47.3708700165873,7.874065843058809,1,-1,0,1,0,0
2574,47.552135824275204,8.66758366624341,1,-1,0,0,0,0
2575,47.297953508476894,9.154524449221011,1,-1,0,0,0,0
2576,47.2243140361503,9.544545996181482,1,-1,0,0,0,0
2577,47.921402758661785,8.65395622338141,1,-1,0,1,0,0
2578,46.8153967155495,7.453510559586871,2,-1,0,0,1,0
2579,47.079315481579506,7.590530589892699,2,-1,0,0,1,0
2580,46.6933448314309,9.408738691509381,3,-1,0,0,0,1
2581,46.817031960622394,7.337097881901621,2,-1,0,0,1,0
2582,47.471898686497,8.307143641593111,0,-1,1,0,0,0
2583,47.3845021428831,8.65866339547086,-1,"[0, 1]",0,1,0,0
2584,47.28709600841479,8.608905711876549,0,-1,1,0,0,0
2585,47.1365618647901,6.82468986061567,2,-1,0,0,0,0
2586,47.0107198528512,6.97381918095311,2,-1,0,0,0,0
2587,47.4059377800205,8.5531921979477,0,-1,1,0,0,0
2588,47.4871619242118,7.73052404378937,2,-1,0,0,1,0
2589,46.2112870028041,7.352090763995661,2,-1,0,0,1,0
2590,47.4775030076799,9.492012518358859,1,-1,0,0,0,0
2591,48.8153853007069,9.24832653120183,1,-1,0,1,0,0
2592,46.88589451673221,7.046124578181959,2,-1,0,0,1,0
2593,46.960757209137796,8.35699115671585,3,-1,0,0,0,1
2594,46.9859435320615,7.383118573913469,2,-1,0,0,0,0
