trips,routes
6539_9,5623
5175_23,5625
4519_44,5632
1925_7,5633
6070_77,5642
6254_2,5644
4232_16,5645
7873_63,5649
4166_15,5650
7312_11,5652
3741_1,5657
8722_36,5661
7866_0,5662
7637_7,5665
4666_1,5667
8241_43,5668
5124_57,5672
6179_76,5673
6041_10,5678
6296_1,5679
1854_12,5681
6122_9,5684
4751_50,5687
2485_19,5689
6490_13,5690
7935_0,5692
8004_102,5693
9349_64,5696
6081_30,5700
9150_36,5703
6179_100,5706
2583_15,5708
9898_92,5709
8629_74,5712
9642_12,5722
8936_12,5730
8271_15,5747
7383_35,5749
8078_0,5750
1095_4,5751
7115_32,5756
2800_2,5773
2140_8,5781
1707_8,5782
9625_1,5786
2634_8,5788
4392_12,5789
3439_12,5792
2584_63,5794
3627_4,5802
6603_0,5805
3631_3,5807
8302_21,5808
7844_23,5810
2950_8,5813
6041_9,5814
3421_3,5817
3424_0,5820
7309_76,5822
8521_15,5825
2395_11,5827
4956_1,5830
4152_76,5832
1864_7,5833
2684_17,5834
1858_8,5835
6081_5,5838
4153_91,5841
2620_35,5845
2771_20,5850
3240_2,5852
2518_4,5870
4795_7,5871
3376_63,5872
2963_2,5874
5147_37,5877
9585_3,5884
8936_73,5885
6282_11,5886
3975_87,5889
7769_1,5912
4587_10,5918
2279_15,5920
3965_19,5921
9589_14,5923
7972_0,5924
3269_1,5927
7420_10,5933
5789_33,5934
8483_9,5937
7789_48,5938
8135_1,5941
8933_46,5942
6489_0,5944
4780_93,5945
9527_54,5951
2788_29,5953
6041_8,5957
7473_92,5959
3397_1,5962
8171_1,5972
6361_0,5973
2483_18,5976
7928_5,5986
9287_9,5992
7134_42,6000
4795_2,6001
6927_6,6006
8936_47,6008
1271_57,6010
8126_0,6018
9511_6,6019
5541_17,6020
5497_14,6029
6299_61,6031
3414_65,6036
2831_2,6038
5117_15,6039
9205_0,6040
2407_20,6041
6081_21,6044
3281_96,6050
8845_10,6051
6563_2,6054
8271_18,6056
4789_13,6061
6872_3,6064
4175_13,6067
2304_12,6068
7304_14,6070
9041_1,6073
4991_3,6075
9304_4,6076
1847_2,6078
2446_9,6080
6619_2,6081
2617_11,6087
2973_10,6089
2659_4,6090
3269_12,6091
4149_6,6097
5413_8,6098
6954_48,6117
2889_3,6120
6954_13,6121
3439_15,6122
2901_4,6135
1925_17,6139
5497_85,6141
6006_1,6144
9515_45,6149
2585_37,6151
7369_10,6152
2949_51,6156
7171_8,6158
5477_40,6160
3627_27,6167
9075_24,6169
8072_17,6170
2923_4,6173
7309_97,6175
5807_91,6177
4161_7,6178
5124_62,6179
1870_1,6180
2781_13,6181
2279_10,6185
2718_2,6190
2304_6,6192
4152_55,6222
2798_24,6225
6926_12,6226
1267_20,6230
7921_0,6231
5918_15,6234
9075_19,6239
7304_2,6240
9898_54,6254
8267_1,6255
4751_67,6256
10104_24,6259
3281_6,6260
1870_22,6261
2504_8,6262
5261_0,6269
3883_30,6273
3281_19,6274
6081_91,6275
9229_2,6276
8809_48,6278
2826_2,6280
2493_11,6282
9075_45,6283
7634_23,6288
2826_15,6291
1734_2,6296
2390_2,6297
4576_1,6298
5124_86,6299
6081_8,6318
7784_49,6335
6835_1,6340
9898_82,6341
2949_78,6343
4399_18,6344
3602_37,6350
2674_4,6361
5678_0,6362
3907_23,6364
9697_2,6367
4149_1,6368
3965_7,6370
3240_1,6374
2840_12,6379
6158_7,6380
7873_87,6385
8004_10,6390
8629_26,6392
2992_23,6393
7750_0,6394
9527_65,6395
7993_7,6396
1623_14,6398
7293_0,6399
9979_10,6401
4175_12,6404
5124_95,6405
1265_7,6407
2436_4,6411
6380_8,6413
2586_76,6415
3376_49,6444
8629_22,6446
4527_3,6457
7018_4,6458
2939_0,6460
9102_5,6463
8809_28,6466
6390_28,6470
1925_30,6471
9898_57,6473
3602_65,6475
2169_8,6477
4604_32,6480
6081_6,6481
5633_0,6482
4199_0,6484
4944_12,6485
5807_81,6486
2950_20,6487
5807_78,6488
4780_87,6489
4987_27,6490
7637_15,6493
6299_65,6495
3522_0,6497
1870_27,6499
4153_92,6500
2834_9,6503
2479_8,6505
3747_71,6506
5172_5,6508
8002_0,6517
9563_11,6522
6031_0,6526
2531_4,6529
8424_0,6530
7544_2,6532
3631_21,6539
3207_12,6540
2927_5,6546
3185_2,6548
2485_36,6560
4641_2,6563
3351_8,6564
5657_2,6583
2477_25,6584
9564_15,6588
3199_15,6591
3965_57,6592
2509_5,6597
2617_10,6600
7420_3,6601
5497_6,6603
5531_0,6605
6076_0,6608
7844_15,6610
2617_2,6619
1929_10,6620
1922_7,6621
2855_3,6622
2659_10,6641
6458_9,6655
4608_30,6657
2746_5,6670
3198_10,6681
2698_3,6685
2771_28,6689
9308_0,6692
3918_8,6693
7045_25,6699
2893_10,6700
9584_2,6701
4199_23,6702
4366_1,6706
4149_16,6707
7558_9,6711
5612_10,6729
4596_25,6731
3652_0,6732
1846_8,6734
3736_1,6736
7634_4,6738
1926_24,6739
7543_2,6749
1252_0,6751
8577_7,6775
1707_14,6776
2620_20,6782
2993_9,6789
9584_3,6792
6299_69,6804
6954_4,6810
9898_94,6813
4954_0,6814
3965_27,6822
3975_88,6823
1271_72,6829
1273_19,6830
1271_43,6831
2993_23,6833
3602_9,6834
4365_34,6835
3602_2,6836
6500_4,6837
6299_78,6838
6711_0,6840
4213_47,6841
4596_9,6842
9515_92,6844
4399_7,6845
6367_0,6848
4637_6,6849
8933_28,6850
4666_8,6853
2990_1,6854
4245_10,6857
7309_7,6858
7307_3,6861
8722_63,6863
1271_40,6870
2392_13,6872
7460_4,6875
9345_2,6876
2518_8,6888
6344_6,6890
3732_0,6891
3602_45,6900
6299_28,6902
8629_4,6907
2631_10,6910
6097_12,6911
8639_7,6920
1270_12,6922
8629_96,6923
4392_16,6924
9109_4,6925
4789_24,6926
8761_25,6927
4150_8,6929
6122_0,6931
1249_7,6935
2746_11,6937
7134_49,6938
7815_4,6939
6081_84,6941
8241_99,6943
1931_4,6945
4726_9,6946
7085_0,6947
1134_0,6948
5820_6,6950
8731_9,6951
5789_4,6952
2585_2,6954
3747_16,6955
2446_10,6959
8761_39,6986
4519_27,6989
4143_0,6991
2796_9,6992
2674_6,9534
2141_4,7018
6393_2,7021
9540_5,7022
9979_14,7023
9196_42,7024
5782_2,7027
6390_22,7029
2808_7,7030
1267_10,7032
4601_15,7034
3602_68,7036
8679_0,7037
10104_0,7038
2566_14,7040
2118_9,7041
6041_0,7042
2444_9,7043
3716_0,7045
7318_15,7047
6872_9,7050
2028_0,7051
2734_18,7054
9264_5,7055
6853_31,7058
3328_21,7063
3263_3,7064
7789_94,7075
3261_5,7084
3677_33,7085
6054_1,7088
9267_23,7092
2584_37,7094
8302_29,7095
5918_16,7099
3414_88,7105
2992_34,7108
3745_10,7115
3747_57,7117
1292_5,7119
7420_12,7120
6081_77,7121
6490_14,7122
2889_8,7124
5992_0,7126
5284_1,7127
3627_45,7129
4247_12,7132
8521_24,7134
4189_5,7136
5973_3,7137
8761_50,7139
9359_5,7140
9200_6,7141
8936_49,7142
2779_1,7143
7813_1,7150
6584_1,7153
5773_1,7154
4935_8,7168
9260_0,7169
1252_30,7171
2621_15,7173
8197_8,7180
4780_19,7187
1252_14,7188
2602_46,7190
6655_0,7195
3627_53,7196
4094_5,7197
7483_2,7198
6255_30,7199
6484_0,7200
1114_6,7201
6499_1,7202
2879_19,7204
1988_9,7207
6854_2,7208
5835_14,7210
7472_11,7211
4247_17,7212
9200_8,7213
6401_0,7214
8241_42,7215
3940_0,7220
5477_91,7221
8518_56,7238
3747_97,7253
1674_3,7257
8806_0,7258
5957_1,7259
2717_68,7260
2788_27,7262
3270_2,7269
8694_1,7270
6081_93,7271
6945_0,7281
7134_39,7282
7036_16,7284
7438_0,7286
9150_19,7289
5749_0,7290
8449_0,7293
9271_86,7296
9527_74,7297
7202_34,7298
4780_11,7300
8720_47,7301
4615_17,7304
3186_6,7307
7309_79,7308
9229_0,7309
2304_20,7310
7769_13,7311
7784_42,7312
3602_64,7317
8720_45,7318
6179_92,7323
4150_12,7345
8518_64,7356
3968_0,7358
6601_32,7364
3439_0,7365
3590_8,7367
2585_38,7369
3989_2,7373
5175_26,7374
2605_12,7376
7405_34,7377
4785_6,7379
7784_45,7380
2740_25,7383
2834_18,7384
7312_10,7385
2279_0,7386
8573_4,7389
9527_60,7390
3414_73,7391
2366_6,7392
1988_15,7393
5477_10,7394
2483_13,7396
6854_0,7397
6853_21,7402
4797_10,7403
5807_96,7404
4047_2,7405
4301_0,7408
8629_29,7411
9228_5,7419
4047_19,7420
8291_0,7438
5272_0,7442
8522_2,7443
7190_1,7447
8302_34,7448
7773_1,7455
6872_26,7457
1928_12,7459
7626_0,7460
5124_22,7461
9974_24,7462
4797_21,7463
9938_0,7464
8749_7,7465
9150_56,7466
9894_0,7467
4780_28,7469
2279_7,7472
4829_1,7473
7127_5,7474
7874_12,7477
1623_5,7478
2492_3,7480
5124_12,7481
8629_78,7483
7380_28,7484
7022_5,7487
9979_48,7507
2118_5,7516
4553_2,7522
1992_12,7524
8629_66,7525
2522_14,7526
6872_77,7532
4053_3,7534
7784_3,7537
2586_89,7541
1612_3,7543
6299_55,7544
2620_10,7548
2586_30,7550
4503_0,7551
2798_1,7554
7385_12,7555
7317_2,7556
6275_54,7558
4917_1,7561
3281_40,7562
5850_1,7564
3776_10,7565
5941_14,7566
3975_43,7567
8344_14,7572
2787_22,7576
3577_2,7577
9515_73,7582
3934_10,7583
2950_29,7595
4892_0,7596
2504_7,7600
7534_2,7611
6845_38,7613
3775_3,7616
4373_13,7617
4103_7,7625
8936_79,7626
4198_8,7632
8722_37,7633
2407_31,7634
1114_10,7635
2485_32,7637
8135_7,7638
4519_17,7646
4797_57,7666
9564_1,7667
7957_0,7683
1869_8,7687
2827_22,7688
7300_3,7689
5594_1,7690
8936_62,7694
3242_6,7699
8812_9,7709
9200_1,7712
6299_35,7714
7309_84,7716
7038_1,7717
4519_23,7718
6081_14,7728
6490_8,7749
7304_8,7750
7473_35,7759
1271_65,7760
9194_5,7763
6446_0,7764
2803_18,7767
6299_46,7768
2740_21,7769
2992_33,7773
2617_20,7774
2864_15,7777
8011_0,7781
6185_11,7783
6070_72,7784
9527_93,7787
4918_6,7789
4825_9,7792
4940_15,7793
6853_43,7796
7296_1,7799
1254_45,7800
8042_9,7802
3747_50,7803
2694_4,7805
9515_53,7809
8805_1,7810
3185_4,7813
2602_74,7815
6070_49,7819
2477_2,7820
6477_2,7821
1267_13,7839
8809_44,7844
4956_33,7845
2660_5,7860
6548_0,7866
7202_38,7871
8722_100,7873
7045_7,7874
6179_20,7876
9550_23,7878
7380_24,7879
8577_34,7883
6837_0,7884
2477_16,7885
3677_16,7886
9228_8,7892
9075_41,7899
1987_27,7918
6081_20,7919
6823_11,7920
3627_72,7921
7844_9,7922
7789_32,7928
1341_0,7933
5130_9,7934
2167_15,7935
9314_2,7936
6548_8,7937
7045_6,7939
9585_21,7940
3638_4,7941
4430_2,7944
4199_22,7945
3263_2,7949
9484_43,7950
3965_74,7957
3975_1,7958
2796_12,7961
2983_0,7967
9824_0,7972
4789_78,7973
4260_7,7976
9349_68,7981
1271_30,7993
9624_0,7995
4607_18,7997
9160_18,7998
6269_4,8000
6490_12,8002
8588_103,8004
7380_3,8007
6845_56,8008
1095_3,8011
6876_4,8013
7564_0,8014
1256_10,8023
7784_47,8027
8197_17,8034
9160_11,8040
9267_9,8042
9515_13,8049
5835_7,8053
5650_1,8055
8726_1,8058
3414_89,8059
8722_71,8060
2611_26,8061
3376_79,8062
5020_9,8064
9484_53,8065
7637_3,8066
9541_0,8069
3377_0,8072
5477_53,8073
9194_16,8076
8936_21,8077
2769_11,8078
6139_10,8079
2792_15,8083
8518_80,8084
4607_80,8089
2279_8,8094
1255_10,8095
6954_20,8098
3965_66,8111
3185_3,8113
6081_9,8115
7108_9,8117
6097_3,8119
8722_42,8122
8235_0,8124
4759_9,8125
9979_23,8126
3884_2,8129
8718_0,8130
3677_69,8131
9541_1,8133
4019_3,8135
9563_6,8136
2698_4,8144
6098_2,8150
9898_19,8155
1925_33,8156
9527_22,8157
8004_77,8165
2614_0,8169
5477_12,8170
2585_39,8171
7420_0,8174
3975_14,8176
3486_17,8182
8344_22,8185
3883_18,8186
5535_29,8187
2479_5,8189
5497_78,
4987_21,
9718_2,
2481_27,
7805_24,
6601_5,
3965_68,
4048_0,
4918_9,
2683_1,
1265_22,
7944_6,
1707_1,
4161_25,
1565_2,
1870_6,
5117_0,
6945_10,
2717_65,
5814_1,
9718_12,
3397_2,
4408_5,
3745_6,
3708_2,
7307_12,
1271_66,
1292_15,
4152_96,
8809_8,
3574_10,
6070_6,
1854_23,
8344_23,
4022_29,
6845_42,
2736_24,
4599_11,
8629_37,
8629_79,
7558_7,
10067_0,
8625_1,
7473_6,
2788_36,
2717_2,
2832_65,
7460_1,
3884_1,
4132_13,
1564_5,
8241_55,
4797_63,
2949_31,
3575_2,
9271_67,
6070_41,
7196_3,
5124_15,
1926_14,
3954_0,
9527_80,
8344_10,
6458_2,
3199_13,
5497_79,
1255_12,
3405_24,
3359_38,
8643_9,
4108_14,
7054_2,
9674_41,
8794_0,
3281_74,
6954_34,
8285_3,
2444_29,
3376_92,
1867_4,
8761_68,
2660_6,
6098_12,
3966_8,
8629_83,
6863_1,
2586_70,
8722_19,
2736_37,
1929_14,
6234_10,
8932_2,
6254_4,
3281_58,
2800_15,
3538_21,
2776_5,
4780_25,
8577_23,
3574_11,
3270_8,
2740_33,
2444_1,
2620_15,
7122_14,
8845_15,
10104_6,
9550_15,
9160_14,
9515_0,
5959_4,
9150_21,
9949_0,
1854_4,
4956_44,
6477_5,
1360_3,
6857_0,
2545_425,
1624_2,
4296_2,
1869_5,
2366_5,
9674_35,
9674_17,
3775_9,
3284_6,
9315_0,
9041_2,
9527_66,
6890_3,
4213_25,
7769_6,
7950_23,
2605_4,
2028_4,
8629_49,
2611_13,
4058_15,
1001_27,
2717_101,
5781_0,
4161_15,
4171_18,
7269_0,
6853_67,
6299_56,
1271_19,
3281_25,
4132_29,
8722_39,
2746_18,
2632_6,
8027_7,
8932_37,
9349_8,
3602_58,
3747_79,
9349_0,
2481_14,
2472_2,
3677_17,
7190_5,
8591_8,
9676_21,
3414_30,
3785_0,
9075_49,
9315_1,
2950_19,
6091_1,
7309_34,
2518_0,
2508_12,
8981_0,
2631_24,
9527_44,
8518_60,
9347_11,
2446_11,
6179_52,
7815_1,
4199_3,
2602_7,
3745_9,
7309_92,
8857_9,
8722_8,
9067_4,
6842_2,
10104_3,
4385_0,
1271_36,
2444_2,
4175_14,
1985_4,
4601_1,
5789_20,
3670_13,
9540_6,
9866_0,
9158_8,
8715_36,
1114_5,
4608_15,
3405_0,
4602_14,
1256_15,
6872_10,
4266_4,
6254_12,
8809_17,
8671_21,
8829_10,
3677_57,
5507_11,
8629_13,
8592_20,
4161_20,
8214_1,
8588_74,
1987_25,
2717_31,
9020_6,
1268_4,
2631_31,
2826_9,
1360_1,
7309_83,
8776_7,
7380_29,
8241_73,
5497_41,
3627_44,
6495_1,
4195_0,
3351_3,
7860_0,
8776_5,
5017_0,
5792_0,
3538_4,
9585_19,
7030_71,
7405_27,
4851_11,
3359_0,
10118_0,
4797_39,
5973_4,
2759_8,
8643_0,
3934_11,
2610_7,
3883_5,
4150_10,
3916_0,
4519_0,
9512_3,
6299_54,
2796_1,
7769_14,
3482_0,
7108_13,
2800_14,
8715_25,
2949_2,
7473_80,
4365_23,
5124_53,
3992_5,
6064_0,
8722_99,
5535_1,
3596_1,
1869_3,
5413_21,
2285_9,
4587_13,
3404_0,
3263_4,
2479_11,
7168_3,
6840_7,
7171_13,
8170_0,
1270_4,
2151_1,
3965_79,
2118_22,
5161_4,
2602_58,
5612_4,
4149_7,
8793_1,
6592_13,
4990_6,
2788_35,
2485_13,
4770_0,
6841_7,
2826_14,
5020_22,
3112_1,
3199_14,
6393_1,
7168_4,
8591_19,
2151_0,
7286_11,
4987_36,
2740_0,
6954_72,
7473_91,
2808_3,
2584_79,
1273_4,
4582_5,
6872_37,
7309_56,
5497_67,
4524_1,
2734_11,
5020_13,
6943_0,
4702_0,
4365_20,
9979_18,
7805_9,
8776_8,
6179_60,
8004_25,
2631_26,
2578_10,
2717_45,
8302_0,
2620_14,
3602_95,
8526_2,
1611_4,
2477_28,
6040_3,
9953_3,
8247_0,
4790_23,
9658_37,
2746_3,
6179_8,
7789_98,
2275_13,
3664_9,
8678_26,
1925_18,
2949_76,
7460_8,
7784_65,
5433_0,
8722_62,
5751_0,
8629_88,
8936_4,
3414_46,
2585_33,
9898_68,
1249_5,
2578_2,
2795_8,
4748_0,
8761_60,
5708_32,
6299_32,
9314_4,
4956_30,
2720_27,
6041_16,
9075_50,
3975_76,
7380_13,
7638_0,
2771_48,
6379_9,
6840_5,
6181_0,
4508_0,
6841_5,
2944_0,
5117_2,
6823_3,
6845_2,
6179_82,
7534_7,
9194_26,
1270_11,
4019_1,
4607_56,
4171_14,
9381_8,
5923_0,
8013_4,
8592_11,
8933_16,
6505_0,
1718_7,
8004_23,
3198_2,
8629_62,
8518_34,
4025_3,
5807_54,
4991_8,
1985_9,
7369_9,
3627_59,
8241_49,
4797_91,
6234_1,
8594_0,
7583_0,
2690_3,
6872_43,
7561_0,
1926_16,
7088_0,
3374_0,
7380_34,
7045_24,
3581_0,
6485_1,
1610_23,
4004_1,
8722_2,
3652_15,
2717_86,
4245_8,
8460_0,
2717_39,
8534_0,
1572_10,
3870_1,
7769_10,
2944_3,
1097_0,
2446_14,
2869_0,
6029_0,
4599_22,
6179_96,
8936_98,
9158_19,
1273_9,
4059_1,
7309_53,
9564_16,
5497_92,
1001_31,
8251_8,
9320_0,
6288_0,
8845_12,
2397_8,
6080_0,
9075_89,
10035_0,
4830_8,
5147_11,
4596_24,
2771_56,
8241_18,
7312_23,
4825_4,
6601_12,
4596_7,
2992_13,
4737_1,
2840_9,
8365_10,
8845_11,
5614_2,
3397_5,
5786_12,
2709_26,
6608_0,
6734_0,
8986_0,
9180_1,
5175_10,
6299_73,
3894_2,
4607_1,
9067_0,
2493_7,
3941_2,
6081_90,
7201_1,
7119_2,
4987_17,
9339_0,
1267_32,
2304_15,
8577_31,
1292_11,
9196_26,
8715_35,
8365_6,
3747_26,
6070_91,
5835_20,
7957_1,
4615_8,
4797_60,
6872_94,
10104_20,
8302_6,
1030_0,
6738_0,
3975_4,
2950_22,
6413_7,
2713_9,
4171_29,
2602_65,
8271_2,
7805_2,
9150_25,
1271_11,
9658_26,
8072_13,
7688_0,
4365_22,
9020_5,
6841_2,
7637_1,
9075_0,
5499_1,
2781_7,
7769_9,
2736_35,
8518_78,
2698_2,
7300_1,
4134_9,
2282_6,
1985_10,
4213_31,
9898_53,
4987_25,
8518_55,
7383_86,
4439_3,
6299_51,
6601_26,
7950_44,
8880_0,
5176_1,
4091_8,
3397_13,
4746_2,
8629_56,
9652_0,
8521_6,
2995_28,
3965_45,
4774_5,
1867_12,
5807_89,
2479_44,
4171_1,
9152_0,
4322_3,
9194_14,
9515_67,
2479_17,
4789_98,
9075_7,
2717_67,
9160_21,
8521_5,
2713_5,
3992_1,
1271_45,
5124_52,
8577_76,
5807_80,
8530_0,
4797_12,
1870_5,
6039_2,
1001_36,
9359_2,
9350_7,
5477_18,
2485_23,
2933_2,
4602_6,
6230_2,
2584_26,
2508_17,
6240_0,
9240_12,
1254_37,
4990_3,
3627_22,
5871_5,
9310_0,
3461_23,
8302_12,
4150_17,
5020_4,
3627_73,
8518_17,
2578_7,
2949_80,
1252_13,
10024_0,
7309_16,
4664_0,
4213_1,
6548_9,
10031_0,
8343_22,
2777_9,
9564_14,
1869_16,
2734_7,
8522_6,
4785_5,
8803_4,
7391_1,
7405_11,
2949_38,
7171_10,
3677_20,
3677_41,
6081_74,
1655_0,
3397_6,
3596_9,
9484_37,
5692_0,
8643_4,
6396_2,
8000_3,
9540_1,
8578_0,
6081_58,
3743_0,
8800_2,
4780_33,
8133_0,
9674_21,
4519_34,
6591_1,
3535_0,
6379_31,
7092_0,
3602_47,
4519_9,
6861_9,
1267_34,
9036_0,
3664_7,
2800_3,
5497_50,
9196_22,
5523_12,
3596_2,
5497_38,
5124_81,
4153_61,
7383_36,
2479_36,
5490_0,
8007_20,
4166_7,
2304_2,
9823_13,
6179_55,
5497_24,
6394_0,
9515_32,
2709_72,
4795_8,
3631_6,
6457_9,
8241_68,
8004_24,
9075_77,
3286_0,
8722_24,
9674_37,
4596_2,
9944_0,
6853_52,
1601_4,
2480_10,
4935_9,
9357_1,
4796_3,
8171_14,
3603_5,
2167_3,
4171_12,
6458_5,
6070_89,
9515_96,
4607_71,
2992_6,
7789_91,
5938_1,
4607_11,
7472_9,
3677_51,
3776_13,
4094_4,
3934_7,
8591_10,
2602_81,
4414_1,
7055_0,
2631_2,
1854_22,
8936_7,
9075_17,
1271_39,
1864_6,
8577_51,
8521_23,
2395_2,
4442_0,
6393_5,
6927_2,
9271_99,
2824_12,
8722_9,
7961_1,
8761_56,
6861_3,
3760_1,
2623_1,
8344_25,
9515_1,
9075_73,
7950_47,
5477_88,
8798_2,
2708_8,
5672_1,
6179_37,
1718_4,
9287_2,
6070_71,
7873_2,
8295_0,
1001_30,
5679_9,
9287_10,
4945_23,
8722_44,
7405_4,
4058_23,
3907_20,
9511_22,
6517_0,
6413_3,
4934_0,
8416_1,
5413_12,
2478_13,
3284_2,
3281_23,
3206_6,
2949_81,
4161_12,
2894_0,
4604_16,
2736_12,
4945_14,
3873_14,
8577_33,
9271_69,
6001_7,
1221_16,
6234_9,
7142_0,
2826_11,
7204_1,
4999_1,
2673_0,
6299_0,
6390_16,
8936_10,
4433_0,
7815_3,
4599_28,
4553_1,
8639_2,
7171_9,
7873_36,
4608_32,
8803_5,
7793_0,
2919_11,
1985_3,
7047_1,
4790_9,
7377_2,
2800_6,
2711_12,
2717_29,
5786_16,
1001_5,
9075_3,
6040_7,
6954_52,
5175_19,
2736_13,
7632_1,
7483_0,
4199_16,
9349_51,
2444_11,
5708_30,
2395_4,
5020_10,
2584_32,
8720_36,
2709_68,
4433_14,
6299_33,
4789_34,
6282_5,
6256_1,
9034_1,
2171_1,
3884_9,
4789_56,
8936_63,
4199_11,
8004_65,
2586_18,
2796_10,
7367_1,
7873_43,
3736_0,
1243_1,
6341_0,
2787_10,
9527_18,
4519_21,
9674_32,
1615_8,
2275_4,
3333_10,
4227_11,
5687_1,
8394_0,
1610_12,
2850_25,
5687_5,
8344_4,
6374_3,
9126_4,
1926_25,
8531_10,
8805_19,
8004_17,
3130_0,
2525_23,
8889_0,
1293_1,
6374_12,
3119_0,
3664_0,
4365_12,
2824_1,
8761_20,
2631_15,
2304_4,
2899_0,
9200_7,
6845_6,
9981_1,
3207_9,
2586_51,
6179_53,
8629_55,
2484_3,
2945_2,
5182_10,
8251_14,
9127_3,
2458_2,
3895_6,
1571_7,
9415_0,
2992_10,
6823_1,
8969_0,
4825_6,
9527_19,
1001_20,
6601_9,
3330_1,
2736_14,
8518_8,
4785_15,
9159_1,
6070_85,
4053_10,
3747_58,
9258_1,
4161_22,
6954_1,
5136_6,
4592_8,
2717_57,
2777_4,
7312_34,
7238_4,
9970_0,
4373_12,
3486_22,
1718_1,
2795_10,
7202_31,
3486_30,
2738_9,
1870_7,
6070_9,
3281_16,
9901_0,
9345_4,
4790_34,
9818_0,
8932_30,
6845_60,
3525_8,
5644_0,
5535_15,
2367_1,
7300_10,
8588_81,
4837_0,
4558_25,
2699_1,
5124_64,
9345_0,
5413_26,
6169_0,
8671_9,
6499_0,
9381_10,
2826_1,
3934_22,
6935_13,
3744_10,
6050_1,
2735_18,
2484_8,
3776_3,
4604_28,
8203_0,
3902_0,
8042_2,
3199_5,
9658_22,
4605_0,
3747_54,
5644_7,
7562_2,
3284_0,
9271_8,
8829_1,
2307_7,
3627_74,
2803_10,
1001_8,
2483_24,
1846_1,
8805_18,
3760_14,
9194_28,
8694_6,
5031_6,
8042_6,
8936_22,
9069_1,
4780_20,
2602_53,
3776_5,
1922_5,
5535_22,
4365_25,
4373_11,
4607_70,
8722_20,
7373_1,
8577_12,
4152_11,
8933_44,
7944_13,
9262_0,
6185_1,
8857_7,
3602_56,
4242_9,
8806_10,
1333_0,
4199_33,
9979_3,
4519_20,
1268_24,
6393_12,
8241_92,
9271_26,
8186_0,
2620_34,
4094_21,
2935_1,
8130_12,
2480_5,
2436_7,
2472_18,
9345_8,
6097_10,
1983_0,
4227_12,
3631_23,
5182_2,
2478_21,
2397_0,
3602_98,
5782_3,
4365_9,
7634_28,
2099_0,
1935_13,
3590_1,
3883_2,
3215_0,
9067_49,
7036_4,
2709_20,
5872_1,
9655_5,
9158_21,
7873_84,
4433_7,
1870_10,
3744_8,
7567_6,
5650_0,
9158_23,
3295_14,
4830_1,
7312_22,
6853_32,
5808_0,
7873_25,
8805_7,
5095_0,
3281_44,
3315_6,
9786_0,
5175_28,
3461_4,
8671_22,
6225_5,
8004_58,
7789_2,
3281_79,
6036_0,
9898_47,
5477_7,
3670_20,
5328_0,
1221_25,
6374_17,
2827_24,
3708_9,
9345_13,
6390_14,
5523_11,
5941_5,
2736_7,
6374_5,
1983_6,
4360_0,
1923_8,
8343_49,
6282_13,
5497_91,
4790_19,
4607_9,
7282_0,
9977_0,
2927_2,
8722_61,
1571_17,
6947_0,
2586_19,
6299_39,
9898_0,
7957_5,
3376_28,
7465_2,
1139_7,
9589_21,
2817_0,
1925_12,
3581_7,
5644_5,
9484_29,
3966_32,
4233_11,
2439_5,
1927_1,
8809_43,
3382_0,
7844_2,
3965_39,
9229_1,
8130_5,
6853_40,
9110_2,
1623_11,
9585_24,
3650_6,
5311_3,
8577_6,
4782_0,
3198_15,
5477_25,
2879_3,
6097_11,
2711_18,
4789_37,
5130_3,
4599_33,
9244_1,
4152_31,
1267_28,
2634_6,
9228_15,
4607_7,
9359_10,
5124_31,
2708_15,
4152_37,
7383_14,
5497_37,
2736_34,
3899_13,
1270_10,
2484_33,
7784_56,
4608_31,
4910_7,
3595_0,
3934_24,
5807_26,
2787_11,
3747_29,
9725_0,
6380_48,
8501_23,
3281_7,
8577_36,
9484_49,
5751_2,
4918_4,
4150_24,
8588_62,
4242_12,
4967_0,
6070_46,
7634_6,
1987_29,
7784_58,
9718_5,
4903_0,
9563_15,
8761_75,
8591_12,
2776_10,
9674_59,
2659_9,
5807_3,
3292_1,
3897_0,
2709_60,
4894_0,
2586_87,
3965_81,
5310_5,
2617_12,
2144_1,
3376_51,
9109_2,
9991_0,
8577_47,
8806_23,
2850_26,
4388_0,
5535_20,
7022_3,
4602_8,
5115_4,
4607_28,
8629_58,
7784_25,
1271_52,
4238_0,
7257_6,
7950_6,
7108_7,
4161_13,
5789_24,
9150_75,
3602_85,
3975_26,
5533_0,
2787_29,
2602_95,
5708_33,
5506_18,
1268_12,
2586_93,
1267_35,
9271_91,
7054_0,
4780_57,
8812_13,
9823_15,
2762_4,
2916_1,
3371_1,
4615_20,
1247_0,
8632_0,
6390_37,
6185_34,
7202_62,
4004_4,
3281_55,
4830_6,
7473_51,
7919_0,
5523_8,
5506_20,
2798_5,
3907_18,
2993_4,
7473_17,
2832_44,
6122_8,
2855_9,
4022_9,
2788_23,
8084_0,
5497_8,
9150_95,
3929_2,
2493_16,
3966_36,
6139_7,
6490_7,
2740_16,
5951_0,
6343_0,
2849_86,
4789_22,
6179_23,
3677_15,
2602_98,
3932_2,
6954_23,
1249_4,
8715_18,
7269_2,
8933_32,
3281_21,
2949_18,
5805_2,
2287_2,
6711_3,
1920_11,
4601_3,
2586_9,
5959_1,
6989_0,
7937_2,
5311_6,
2735_14,
5649_0,
