stop_id,lat,long,g_id,boundary_g_id
1,46.4880901497136,9.906540106273509,1,-1
2,46.70559880447821,9.325725376092349,1,-1
3,46.8115604567658,7.13233589601091,2,-1
4,46.5235121800776,6.500029733736839,3,-1
5,47.5265198729679,7.89595778653585,1,-1
6,47.4136160013968,7.50587335750549,2,-1
7,46.88369650659579,7.623938935313751,2,-1
8,47.395230172966,8.4892141834038,0,-1
9,46.7079396191637,9.454660568839971,1,-1
10,46.66254052196611,9.57742433558483,1,-1
11,46.7818201723613,9.10871036972454,1,-1
12,47.0539406054557,6.745817778659,2,-1
13,47.55026841750671,9.302198498797981,1,-1
14,47.6561687576546,8.85500816714819,1,-1
15,46.8586463394053,7.7479693266094,2,-1
16,47.1824221026626,8.50768354564787,1,-1
17,47.379830753583406,8.48338411720906,0,-1
18,47.226839677163106,9.19786816168581,1,-1
19,46.0480586542879,8.884993931336279,3,-1
20,48.619533245324604,9.84194225418349,1,-1
21,47.494403428811395,8.808879677302231,1,-1
22,46.2115667378662,7.34699731633399,2,-1
23,46.9937685520418,8.48823501974398,1,-1
24,46.527047551187295,6.500110582112429,3,-1
25,47.4757908082802,9.49084470848934,1,-1
26,47.3881513777641,8.621509075314501,0,-1
27,47.5311054656123,8.13888918885411,1,-1
28,46.8702609008092,7.72649959131595,2,-1
29,47.338427085397605,7.23818438595345,2,-1
30,46.309119672157,6.88741921691447,2,-1
31,47.4264227044394,9.373803210105109,1,-1
32,46.346195996460196,7.02666706912522,2,-1
33,47.444329844316705,9.504274521988789,1,-1
34,48.891923918340204,9.18542649499903,1,-1
35,46.4885725735741,7.260273958793019,2,-1
36,46.883401794479106,8.420645777757409,3,-1
37,47.2004548247179,8.57344920760742,1,-1
38,47.174435446617004,8.93415872684298,1,-1
39,46.45697714937679,6.869345113395469,2,-1
40,46.73491326058821,9.404202199323949,1,-1
41,46.8808475549825,8.22431897238577,3,-1
42,46.096681145203895,7.2282939346739195,3,-1
43,47.3016026389596,8.76303864834723,0,-1
45,46.9439311169196,7.3746833933944105,2,-1
46,47.3096919666525,8.52576663231972,0,-1
47,47.0176287062145,9.52631019591131,1,-1
48,47.200998031012794,7.55190303267018,2,-1
49,46.965937648136304,8.110646156317461,2,-1
50,46.20769383466129,7.25367134145383,2,-1
51,46.79634183119779,7.15531480098189,2,-1
52,47.0512353608601,8.34834038052857,3,-1
53,46.853142211323394,9.52892429338847,1,-1
54,46.818353644924095,8.08594248600073,2,-1
55,47.1406559560026,9.48547278308956,1,-1
56,46.9485796697653,7.447500830335279,2,-1
57,46.7119988439719,8.217896018103419,2,-1
58,46.849996741975204,9.512718685660689,1,-1
59,47.407068609748706,7.5399734056954095,2,-1
60,46.18294556830621,7.82817091518675,1,-1
61,46.831187661330794,7.5362274309601105,2,-1
62,47.222514290991,8.2523464092542,1,-1
63,46.233095845258596,7.858300409820321,2,-1
64,47.3907300180676,6.93904539630001,2,-1
65,47.26008272789411,7.94267018131657,1,-1
66,46.8586463394053,8.64021199953247,1,-1
67,47.0540691317615,8.3351620953087,3,-1
68,47.147676283043296,7.257381383577759,2,-1
69,47.327474388031504,8.7851911032567,1,-1
70,48.5502622200229,9.89456556353453,1,-1
71,46.94688097100579,7.5564574911613,2,-1
72,46.6451151870981,9.421629515838301,3,-1
73,46.9792083180832,7.45762484358871,2,-1
74,47.121386535992606,8.394774297571171,1,-1
75,47.169214162059404,8.449894923412419,1,-1
76,47.7043113529804,8.478623046202559,3,-1
77,47.2142102687317,8.800731957674131,1,-1
78,46.167475352673996,8.76158337758676,3,-1
79,47.527223508459905,8.922202150409689,1,-1
80,45.9943883861716,8.79172185537316,3,-1
81,48.059894888969296,8.535854712961779,1,-1
82,48.8004173757424,9.50199280116681,1,-1
83,46.72179146791739,7.06568988507281,2,-1
84,47.394707201726206,8.33914163201791,0,-1
85,46.8180093953976,7.75352989821887,2,-1
86,46.4714315326704,6.847273506861581,2,-1
87,47.184638369934994,8.31405168612895,1,-1
88,46.8623748199013,9.537943378842279,1,-1
89,47.0628877445755,7.095217508465931,2,-1
90,46.7355104694218,7.65805694980936,2,-1
91,47.48462442988979,7.731655921047519,2,-1
92,46.8077177758172,6.549293343924821,2,-1
93,47.554039540600996,7.54157240690137,2,-1
94,46.2554550490106,7.307318730228911,2,-1
95,46.2529642412457,10.1270765085556,1,-1
96,45.969843903051796,8.85826006847716,3,-1
97,47.1414319646173,7.2559261128172805,2,-1
98,46.9508056807512,7.47287823711518,2,-1
99,46.115658584733296,7.933965506212241,2,-1
100,46.774031849637396,7.02456501136009,2,-1
101,47.2241066110099,8.817647234476462,1,-1
102,46.7547653696815,9.06242916628026,1,-1
103,46.2682116770675,7.8620733340141395,2,-1
104,47.4054757135752,8.04690170374746,1,-1
105,47.3505886750605,7.901114116267411,1,-1
106,47.6438840765522,9.17673978620038,1,-1
107,46.314753765953505,6.93936878980234,2,-1
108,47.33408037232039,8.478703894578139,0,-1
109,46.7583102792426,9.438463944265038,1,-1
110,47.1374418154674,8.60025493568928,1,-1
111,47.4765133389447,8.306712450256681,0,-1
112,47.33210779626061,8.54184647590769,0,-1
113,47.6077879274853,8.77025212007972,1,-1
114,46.4777541185607,6.85238492082893,2,-1
115,47.41201722413901,8.54411023042399,1,-1
116,47.182342730493204,8.471436523928599,1,-1
117,47.048095391338904,8.46450152993424,1,-1
118,46.9162951746947,7.52004877269087,2,-1
119,47.387427632930404,8.25200504944618,0,-1
120,46.98477305078771,7.49865090262016,2,-1
121,47.086937210381095,7.243457496671961,2,-1
122,46.9882599063624,8.040505698923639,2,-1
123,46.534871522935894,6.60558177963558,3,-1
124,47.439074393351,7.85146423050722,2,-1
125,47.2984957157481,9.10676102555773,1,-1
126,47.19262959564361,8.780214436581991,1,-1
127,47.44587903891371,8.35764692687335,0,-1
128,47.3656863290094,9.28492389588196,1,-1
129,46.2642309837039,10.1203032113124,1,-1
130,47.113268433197696,7.11625605242293,2,-1
131,46.762599554156196,7.50865813488665,2,-1
132,46.997990032987005,6.952825552760321,2,-1
133,46.98514074400121,6.87668434926775,2,-1
134,47.42542599644771,9.56039227779555,1,-1
135,47.07650140562839,7.30629465080487,2,-1
136,47.2147899451297,7.5013458484729005,2,-1
137,47.428130434627,8.27634041049637,1,-1
138,47.560307977509204,8.911655928972651,1,-1
139,47.4563333905877,7.82888058426131,2,-1
140,46.2310514401009,7.40376185914541,2,-1
141,47.40864929879001,9.64911887842039,1,-1
142,46.79929365872789,9.5313856772673,1,-1
143,46.686597490362,7.8454724675613,2,-1
144,47.14007546971249,8.633142258245469,1,-1
145,47.3519580479214,7.9224580874210595,1,-1
146,47.507305764076904,8.75940945459888,1,-1
147,47.048291262289894,9.42924722944869,1,-1
148,47.576818141969795,8.530913978898441,1,-1
149,47.424909402562896,9.387529467648369,1,-1
150,46.003805035339795,8.95305928042349,3,-1
151,47.3742829411653,9.28127673582792,1,-1
152,47.136121883990796,7.4343494945739295,2,-1
153,47.341817760180994,8.53104872619107,0,-1
154,46.675719864905005,7.6354822867162895,2,-1
155,46.7830996626626,9.810635966527562,1,-1
156,47.0539222445296,8.29951694482988,3,-1
157,47.15202609878529,8.56312756499145,1,-1
158,47.303880933277796,7.8536740861064605,1,-1
159,47.4814675672904,7.61814480173037,2,-1
160,48.2801021400465,8.087972678543121,1,-1
161,47.4936568655338,7.724460415620719,2,-1
162,47.1533883976414,7.26738861584424,2,-1
163,47.3318703515814,8.47423028446261,0,-1
164,47.477745868324796,8.30826653569842,0,-1
165,47.0382458277605,8.18188255835805,-1,"[2, 3]"
166,46.3019769421338,7.70382611354162,2,-1
167,47.026128799196904,6.888928386591999,2,-1
168,47.4643018431668,8.98313487613999,1,-1
169,47.538249941865395,7.72380464546322,1,-1
170,46.71646425455461,9.20004208467369,1,-1
171,46.8148249827956,7.15543158196884,2,-1
172,47.7073580821837,8.808044244087881,1,-1
173,47.41371326384629,8.269010157776929,0,-1
174,47.696959781103494,8.69359887687513,1,-1
175,46.227447136119096,9.04648406998492,3,-1
176,46.750463161006095,6.53074313330517,2,-1
177,47.023875304076796,8.939907944662151,1,-1
179,47.492637152201205,7.59852559592247,2,-1
180,47.3511607729325,7.8926879189012,1,-1
181,48.640580370276794,9.803395545336551,1,-1
182,47.5068021105608,7.72119054798607,2,-1
183,46.63246504603661,10.007735323043699,1,-1
184,47.3034849800846,7.99494314770676,1,-1
185,46.939656299795104,7.7767423651637495,2,-1
186,46.8617114518625,8.648144123492349,1,-1
187,46.326535089400394,7.99894963387449,2,-1
188,45.9949750234487,8.823567132199631,3,-1
189,47.299598389787995,9.086459100133801,1,-1
190,47.12803658875979,8.79470426211685,1,-1
191,46.354696993997706,8.63397769145982,3,-1
192,47.4183391016379,7.81058190192124,2,-1
193,46.48661192688479,8.82937024893585,3,-1
194,45.847684121662596,8.96375821545884,3,-1
195,46.1733666153279,7.44321586642943,2,-1
196,47.1954314288451,8.72448295634746,1,-1
197,47.3373495722346,9.591554835005999,1,-1
198,47.1211603706849,7.2418315460074805,2,-1
199,47.133469700396205,7.243313766226491,2,-1
200,46.985441024916,6.8834666296638,2,-1
201,47.488661295057106,8.593652318350081,0,-1
202,46.0685361750762,8.96583332376544,3,-1
203,46.61408592658749,7.37322812263394,2,-1
204,47.4476043627229,9.543126658032369,1,-1
205,47.4835195495589,7.748687978836791,2,-1
206,46.1727383269855,8.80101941856509,3,-1
207,46.101683053882894,7.047624764706651,2,-1
208,46.570615076134395,6.458051460504099,3,-1
209,47.63786171206039,8.68514573005039,1,-1
210,46.968775948129604,9.691663090282212,1,-1
211,46.8212550890732,7.14519977088129,2,-1
212,47.649288481904605,9.18195899800184,1,-1
213,47.3411177284676,8.39402869588525,0,-1
214,47.5243057859195,9.20151532173985,1,-1
215,46.472006905994206,7.28711561948625,2,-1
216,47.0423597261746,8.31718680647097,3,-1
217,46.87678262504829,8.681812980345839,1,-1
218,46.50896034636929,6.495789685595209,3,-1
219,47.4738903230491,8.29982237202652,0,-1
220,46.34276670055161,6.15917298228309,2,-1
221,46.9926104968038,6.91474596786119,2,-1
222,46.945494989123105,7.03029626287357,2,-1
223,46.1589203897651,8.97393612762933,3,-1
224,46.2158496145732,10.166108307656,1,-1
225,47.0757611566137,7.95223723909377,2,-1
226,47.3183403300622,8.79226982769655,-1,"[0, 1]"
227,46.469705376202604,7.3062048192764495,2,-1
228,47.41562808173779,9.36533209697469,1,-1
229,46.9685613950769,7.444239945853469,2,-1
230,47.5383530383875,7.55599036721349,2,-1
231,47.405506112808,8.39027373799711,0,-1
232,47.229487200623595,8.67495883472705,1,-1
233,47.437470312997704,9.405944930975382,1,-1
234,47.405694587659795,9.31597865525829,1,-1
235,46.2167384716578,7.00204424718408,2,-1
236,47.2879064375282,8.19899546452291,1,-1
237,46.071421741683395,8.934059912161711,3,-1
238,47.7164065433066,8.63075273958938,1,-1
239,47.4095855306987,9.18128526153866,1,-1
240,46.5407171357472,6.6441554379410395,3,-1
241,47.412065856862604,8.62143721009176,0,-1
242,46.6994752460222,9.43636188649991,3,-1
243,45.874947093975706,9.023433299791211,3,-1
244,46.834358813923906,7.5597902408658495,2,-1
245,46.733577212754895,6.42871248332067,2,-1
246,47.149625191137105,7.32282365203497,2,-1
247,47.4869798114775,8.29162075348137,0,-1
248,47.087004492055705,8.72173411157767,1,-1
249,46.2278324350841,7.376012900015089,2,-1
250,46.288905381361,8.04649746186955,2,-1
251,46.6385345222886,10.0219197213819,1,-1
252,46.3124704145765,7.842373279830659,2,-1
253,46.8341007038478,9.34210166372412,1,-1
254,47.144786391231605,9.13194080297511,1,-1
255,47.2970518481196,8.60639941223351,0,-1
256,46.351807671245496,6.961161918598111,2,-1
257,46.187821485186504,7.27464700334093,2,-1
258,47.510588495693,8.69406600082294,1,-1
260,46.7289962260357,6.53236010081681,2,-1
261,47.3588774020136,6.91542868747722,2,-1
262,47.19758611496879,9.42330936541983,1,-1
263,47.2686051025424,7.83740559630879,1,-1
264,47.20044872124479,7.42011119731866,2,-1
265,47.418132436874195,6.95310403049844,2,-1
266,47.5550580610641,8.08974235965309,1,-1
267,47.1115627406091,7.83575269618578,2,-1
268,47.0206051175255,7.497806486252969,2,-1
269,47.40919036990989,7.316652226032209,2,-1
270,46.5384803053872,9.24405953360167,3,-1
271,46.550868221384604,6.42358310304763,3,-1
272,46.89649036328179,6.35727845191754,2,-1
