from_stop_id,to_stop_id,min_transfer_time
830,7656,1
830,8051,1
830,8230,1
830,8616,1
830,8661,1
830,8809,1
830,8821,1
830,8872,1
830,9587,1
830,9671,1
830,9713,1
830,10027,1
830,10247,1
830,10341,1
830,10347,1
830,10577,1
830,10585,1
830,10920,1
830,11009,1
830,11012,1
830,11115,1
830,11150,1
830,11338,1
830,11468,1
830,12007,1
830,12026,1
830,12091,1
830,12134,1
830,12281,1
830,12363,1
830,12465,1
830,12554,1
830,12562,1
830,12699,1
830,12749,1
830,12850,1
830,12884,1
830,12982,1
830,13052,1
830,13246,1
830,13247,1
830,13414,1
830,13668,1
830,13763,1
830,13952,1
830,14031,1
830,14338,1
830,14701,1
830,14707,1
830,14863,1
830,14899,1
830,14983,1
830,15160,1
830,15359,1
830,15410,1
830,15500,1
830,15512,1
830,15546,1
830,15899,1
830,16018,1
830,16089,1
830,16106,1
830,16240,1
830,16295,1
830,16447,1
830,16762,1
830,17383,1
830,17799,1
830,17916,1
830,17948,1
830,18320,1
830,18741,1
830,18751,1
830,18766,1
830,18782,1
830,19091,1
830,19194,1
830,19206,1
830,19449,1
830,19807,1
830,20053,1
830,20254,1
830,20299,1
830,20388,1
830,20591,1
830,20602,1
830,20791,1
830,20837,1
830,20863,1
830,20978,1
830,21061,1
830,21151,1
830,21253,1
830,21259,1
830,21449,1
830,21458,1
830,21648,1
830,21729,1
830,21867,1
830,21966,1
830,22025,1
830,22053,1
830,22058,1
830,22522,1
830,22530,1
830,22857,1
962,1072,1
962,1112,1
962,1119,1
962,1412,1
962,1623,1
962,1714,1
962,1729,1
962,1737,1
962,1943,1
962,2024,1
962,2051,1
962,2594,1
962,2620,1
962,2890,1
962,3014,1
962,3070,1
962,3187,1
962,3341,1
962,3555,1
962,3652,1
962,3792,1
962,3912,1
962,3947,1
962,4236,1
962,4257,1
962,4287,1
962,4580,1
962,4853,1
962,4868,1
962,5164,1
962,5838,1
962,5991,1
962,6084,1
962,6154,1
962,6432,1
962,6762,1
962,6920,1
962,7017,1
962,7111,1
962,7119,1
962,7165,1
962,7300,1
962,7556,1
962,7656,1
962,8051,1
962,8230,1
962,8616,1
962,8661,1
962,8809,1
962,8821,1
962,8872,1
962,9587,1
962,9671,1
962,9713,1
962,10027,1
962,10247,1
962,10341,1
962,10347,1
962,10577,1
962,10585,1
962,10920,1
962,11009,1
962,11012,1
962,11115,1
962,11150,1
962,11338,1
962,11468,1
962,12007,1
962,12026,1
962,12091,1
962,12134,1
962,12281,1
962,12363,1
962,12465,1
962,12554,1
962,12562,1
962,12699,1
962,12749,1
962,12850,1
962,12884,1
962,12982,1
962,13052,1
962,13246,1
962,13247,1
962,13414,1
962,13668,1
962,13763,1
962,13952,1
962,14031,1
962,14338,1
962,14701,1
962,14707,1
962,14863,1
962,14899,1
962,14983,1
962,15160,1
962,15359,1
962,15410,1
962,15500,1
962,15512,1
962,15546,1
962,15899,1
962,16018,1
962,16089,1
962,16106,1
962,16240,1
962,16295,1
962,16447,1
962,16762,1
962,17383,1
962,17799,1
962,17916,1
962,17948,1
962,18320,1
962,18741,1
962,18751,1
962,18766,1
962,18782,1
962,19091,1
962,19194,1
962,19206,1
962,19449,1
962,19807,1
962,20053,1
962,20254,1
962,20299,1
962,20388,1
962,20591,1
962,20602,1
962,20791,1
962,20837,1
962,20863,1
962,20978,1
962,21061,1
962,21151,1
962,21253,1
962,21259,1
962,21449,1
962,21458,1
962,21648,1
962,21729,1
962,21867,1
962,21966,1
962,22025,1
962,22053,1
962,22058,1
962,22522,1
962,22530,1
962,22857,1
1072,1112,1
1072,1119,1
1072,1412,1
1072,1623,1
1072,1714,1
1072,1729,1
1072,1737,1
1072,1943,1
1072,2024,1
1072,2051,1
1072,2594,1
1072,2620,1
1072,2890,1
1072,3014,1
1072,3070,1
1072,3187,1
1072,3341,1
1072,3555,1
1072,3652,1
1072,3792,1
1072,3912,1
1072,3947,1
1072,4236,1
1072,4257,1
1072,4287,1
1072,4580,1
1072,4853,1
1072,4868,1
1072,5164,1
1072,5838,1
1072,5991,1
1072,6084,1
1072,6154,1
1072,6432,1
1072,6762,1
1072,6920,1
1072,7017,1
1072,7111,1
1072,7119,1
1072,7165,1
1072,7300,1
1072,7556,1
1072,7656,1
1072,8051,1
1072,8230,1
1072,8616,1
1072,8661,1
1072,8809,1
1072,8821,1
1072,8872,1
1072,9587,1
1072,9671,1
1072,9713,1
1072,10027,1
1072,10247,1
1072,10341,1
1072,10347,1
1072,10577,1
1072,10585,1
1072,10920,1
1072,11009,1
1072,11012,1
1072,11115,1
1072,11150,1
1072,11338,1
1072,11468,1
1072,12007,1
1072,12026,1
1072,12091,1
1072,12134,1
1072,12281,1
1072,12363,1
1072,12465,1
1072,12554,1
1072,12562,1
1072,12699,1
1072,12749,1
1072,12850,1
1072,12884,1
1072,12982,1
1072,13052,1
1072,13246,1
1072,13247,1
1072,13414,1
1072,13668,1
1072,13763,1
1072,13952,1
1072,14031,1
1072,14338,1
1072,14701,1
1072,14707,1
1072,14863,1
1072,14899,1
1072,14983,1
1072,15160,1
1072,15359,1
1072,15410,1
1072,15500,1
1072,15512,1
1072,15546,1
1072,15899,1
1072,16018,1
1072,16089,1
1072,16106,1
1072,16240,1
1072,16295,1
1072,16447,1
1072,16762,1
1072,17383,1
1072,17799,1
1072,17916,1
1072,17948,1
1072,18320,1
1072,18741,1
1072,18751,1
1072,18766,1
1072,18782,1
1072,19091,1
1072,19194,1
1072,19206,1
1072,19449,1
1072,19807,1
1072,20053,1
1072,20254,1
1072,20299,1
1072,20388,1
1072,20591,1
1072,20602,1
1072,20791,1
1072,20837,1
1072,20863,1
1072,20978,1
1072,21061,1
1072,21151,1
1072,21253,1
1072,21259,1
1072,21449,1
1072,21458,1
1072,21648,1
1072,21729,1
1072,21867,1
1072,21966,1
1072,22025,1
1072,22053,1
1072,22058,1
1072,22522,1
1072,22530,1
1072,22857,1
1112,1119,1
1112,1412,1
1112,1623,1
1112,1714,1
1112,1729,1
1112,1737,1
1112,1943,1
1112,2024,1
1112,2051,1
1112,2594,1
1112,2620,1
1112,2890,1
1112,3014,1
1112,3070,1
1112,3187,1
1112,3341,1
1112,3555,1
1112,3652,1
1112,3792,1
1112,3912,1
1112,3947,1
1112,4236,1
1112,4257,1
1112,4287,1
1112,4580,1
1112,4853,1
1112,4868,1
1112,5164,1
1112,5838,1
1112,5991,1
1112,6084,1
1112,6154,1
1112,6432,1
1112,6762,1
1112,6920,1
1112,7017,1
1112,7111,1
1112,7119,1
1112,7165,1
1112,7300,1
1112,7556,1
1112,7656,1
1112,8051,1
1112,8230,1
1112,8616,1
1112,8661,1
1112,8809,1
1112,8821,1
1112,8872,1
1112,9587,1
1112,9671,1
1112,9713,1
1112,10027,1
1112,10247,1
1112,10341,1
1112,10347,1
1112,10577,1
1112,10585,1
1112,10920,1
1112,11009,1
1112,11012,1
1112,11115,1
1112,11150,1
1112,11338,1
1112,11468,1
1112,12007,1
1112,12026,1
1112,12091,1
1112,12134,1
1112,12281,1
1112,12363,1
1112,12465,1
1112,12554,1
1112,12562,1
1112,12699,1
1112,12749,1
1112,12850,1
1112,12884,1
1112,12982,1
1112,13052,1
1112,13246,1
1112,13247,1
1112,13414,1
1112,13668,1
1112,13763,1
1112,13952,1
1112,14031,1
1112,14338,1
1112,14701,1
1112,14707,1
1112,14863,1
1112,14899,1
1112,14983,1
1112,15160,1
1112,15359,1
1112,15410,1
1112,15500,1
1112,15512,1
1112,15546,1
1112,15899,1
1112,16018,1
1112,16089,1
1112,16106,1
1112,16240,1
1112,16295,1
1112,16447,1
1112,16762,1
1112,17383,1
1112,17799,1
1112,17916,1
1112,17948,1
1112,18320,1
1112,18741,1
1112,18751,1
1112,18766,1
1112,18782,1
1112,19091,1
1112,19194,1
1112,19206,1
1112,19449,1
1112,19807,1
1112,20053,1
1112,20254,1
1112,20299,1
1112,20388,1
1112,20591,1
1112,20602,1
1112,20791,1
1112,20837,1
1112,20863,1
1112,20978,1
1112,21061,1
1112,21151,1
1112,21253,1
1112,21259,1
1112,21449,1
1112,21458,1
1112,21648,1
1112,21729,1
1112,21867,1
1112,21966,1
1112,22025,1
1112,22053,1
1112,22058,1
1112,22522,1
1112,22530,1
1112,22857,1
1119,1412,1
1119,1623,1
1119,1714,1
1119,1729,1
1119,1737,1
1119,1943,1
1119,2024,1
1119,2051,1
1119,2594,1
1119,2620,1
1119,2890,1
1119,3014,1
1119,3070,1
1119,3187,1
1119,3341,1
1119,3555,1
1119,3652,1
1119,3792,1
1119,3912,1
1119,3947,1
1119,4236,1
1119,4257,1
1119,4287,1
1119,4580,1
1119,4853,1
1119,4868,1
1119,5164,1
1119,5838,1
1119,5991,1
1119,6084,1
1119,6154,1
1119,6432,1
1119,6762,1
1119,6920,1
1119,7017,1
1119,7111,1
1119,7119,1
1119,7165,1
1119,7300,1
1119,7556,1
1119,7656,1
1119,8051,1
1119,8230,1
1119,8616,1
1119,8661,1
1119,8809,1
1119,8821,1
1119,8872,1
1119,9587,1
1119,9671,1
1119,9713,1
1119,10027,1
1119,10247,1
1119,10341,1
1119,10347,1
1119,10577,1
1119,10585,1
1119,10920,1
1119,11009,1
1119,11012,1
1119,11115,1
1119,11150,1
1119,11338,1
1119,11468,1
1119,12007,1
1119,12026,1
1119,12091,1
1119,12134,1
1119,12281,1
1119,12363,1
1119,12465,1
1119,12554,1
1119,12562,1
1119,12699,1
1119,12749,1
1119,12850,1
1119,12884,1
1119,12982,1
1119,13052,1
1119,13246,1
1119,13247,1
1119,13414,1
1119,13668,1
1119,13763,1
1119,13952,1
1119,14031,1
1119,14338,1
1119,14701,1
1119,14707,1
1119,14863,1
1119,14899,1
1119,14983,1
1119,15160,1
1119,15359,1
1119,15410,1
1119,15500,1
1119,15512,1
1119,15546,1
1119,15899,1
1119,16018,1
1119,16089,1
1119,16106,1
1119,16240,1
1119,16295,1
1119,16447,1
1119,16762,1
1119,17383,1
1119,17799,1
1119,17916,1
1119,17948,1
1119,18320,1
1119,18741,1
1119,18751,1
1119,18766,1
1119,18782,1
1119,19091,1
1119,19194,1
1119,19206,1
1119,19449,1
1119,19807,1
1119,20053,1
1119,20254,1
1119,20299,1
1119,20388,1
1119,20591,1
1119,20602,1
1119,20791,1
1119,20837,1
1119,20863,1
1119,20978,1
1119,21061,1
1119,21151,1
1119,21253,1
1119,21259,1
1119,21449,1
1119,21458,1
1119,21648,1
1119,21729,1
1119,21867,1
1119,21966,1
1119,22025,1
1119,22053,1
1119,22058,1
1119,22522,1
1119,22530,1
1119,22857,1
1412,1623,1
1412,1714,1
1412,1729,1
1412,1737,1
1412,1943,1
1412,2024,1
1412,2051,1
1412,2594,1
1412,2620,1
1412,2890,1
1412,3014,1
1412,3070,1
1412,3187,1
1412,3341,1
1412,3555,1
1412,3652,1
1412,3792,1
1412,3912,1
1412,3947,1
1412,4236,1
1412,4257,1
1412,4287,1
1412,4580,1
1412,4853,1
1412,4868,1
1412,5164,1
1412,5838,1
1412,5991,1
1412,6084,1
1412,6154,1
1412,6432,1
1412,6762,1
1412,6920,1
1412,7017,1
1412,7111,1
1412,7119,1
1412,7165,1
1412,7300,1
1412,7556,1
1412,7656,1
1412,8051,1
1412,8230,1
1412,8616,1
1412,8661,1
1412,8809,1
1412,8821,1
1412,8872,1
1412,9587,1
1412,9671,1
1412,9713,1
1412,10027,1
1412,10247,1
1412,10341,1
1412,10347,1
1412,10577,1
1412,10585,1
1412,10920,1
1412,11009,1
1412,11012,1
1412,11115,1
1412,11150,1
1412,11338,1
1412,11468,1
1412,12007,1
1412,12026,1
1412,12091,1
1412,12134,1
1412,12281,1
1412,12363,1
1412,12465,1
1412,12554,1
1412,12562,1
1412,12699,1
1412,12749,1
1412,12850,1
1412,12884,1
1412,12982,1
1412,13052,1
1412,13246,1
1412,13247,1
1412,13414,1
1412,13668,1
1412,13763,1
1412,13952,1
1412,14031,1
1412,14338,1
1412,14701,1
1412,14707,1
1412,14863,1
1412,14899,1
1412,14983,1
1412,15160,1
1412,15359,1
1412,15410,1
1412,15500,1
1412,15512,1
1412,15546,1
1412,15899,1
1412,16018,1
1412,16089,1
1412,16106,1
1412,16240,1
1412,16295,1
1412,16447,1
1412,16762,1
1412,17383,1
1412,17799,1
1412,17916,1
1412,17948,1
1412,18320,1
1412,18741,1
1412,18751,1
1412,18766,1
1412,18782,1
1412,19091,1
1412,19194,1
1412,19206,1
1412,19449,1
1412,19807,1
1412,20053,1
1412,20254,1
1412,20299,1
1412,20388,1
1412,20591,1
1412,20602,1
1412,20791,1
1412,20837,1
1412,20863,1
1412,20978,1
1412,21061,1
1412,21151,1
1412,21253,1
1412,21259,1
1412,21449,1
1412,21458,1
1412,21648,1
1412,21729,1
1412,21867,1
1412,21966,1
1412,22025,1
1412,22053,1
1412,22058,1
1412,22522,1
1412,22530,1
1412,22857,1
1623,1714,1
1623,1729,1
1623,1737,1
1623,1943,1
1623,2024,1
1623,2051,1
1623,2594,1
1623,2620,1
1623,2890,1
1623,3014,1
1623,3070,1
1623,3187,1
1623,3341,1
1623,3555,1
1623,3652,1
1623,3792,1
1623,3912,1
1623,3947,1
1623,4236,1
1623,4257,1
1623,4287,1
1623,4580,1
1623,4853,1
1623,4868,1
1623,5164,1
1623,5838,1
1623,5991,1
1623,6084,1
1623,6154,1
1623,6432,1
1623,6762,1
1623,6920,1
1623,7017,1
1623,7111,1
1623,7119,1
1623,7165,1
1623,7300,1
1623,7556,1
1623,7656,1
1623,8051,1
1623,8230,1
1623,8616,1
1623,8661,1
1623,8809,1
1623,8821,1
1623,8872,1
1623,9587,1
1623,9671,1
1623,9713,1
1623,10027,1
1623,10247,1
1623,10341,1
1623,10347,1
1623,10577,1
1623,10585,1
1623,10920,1
1623,11009,1
1623,11012,1
1623,11115,1
1623,11150,1
1623,11338,1
1623,11468,1
1623,12007,1
1623,12026,1
1623,12091,1
1623,12134,1
1623,12281,1
1623,12363,1
1623,12465,1
1623,12554,1
1623,12562,1
1623,12699,1
1623,12749,1
1623,12850,1
1623,12884,1
1623,12982,1
1623,13052,1
1623,13246,1
1623,13247,1
1623,13414,1
1623,13668,1
1623,13763,1
1623,13952,1
1623,14031,1
1623,14338,1
1623,14701,1
1623,14707,1
1623,14863,1
1623,14899,1
1623,14983,1
1623,15160,1
1623,15359,1
1623,15410,1
1623,15500,1
1623,15512,1
1623,15546,1
1623,15899,1
1623,16018,1
1623,16089,1
1623,16106,1
1623,16240,1
1623,16295,1
1623,16447,1
1623,16762,1
1623,17383,1
1623,17799,1
1623,17916,1
1623,17948,1
1623,18320,1
1623,18741,1
1623,18751,1
1623,18766,1
1623,18782,1
1623,19091,1
1623,19194,1
1623,19206,1
1623,19449,1
1623,19807,1
1623,20053,1
1623,20254,1
1623,20299,1
1623,20388,1
1623,20591,1
1623,20602,1
1623,20791,1
1623,20837,1
1623,20863,1
1623,20978,1
1623,21061,1
1623,21151,1
1623,21253,1
1623,21259,1
1623,21449,1
1623,21458,1
1623,21648,1
1623,21729,1
1623,21867,1
1623,21966,1
1623,22025,1
1623,22053,1
1623,22058,1
1623,22522,1
1623,22530,1
1623,22857,1
1714,1729,1
1714,1737,1
1714,1943,1
1714,2024,1
1714,2051,1
1714,2594,1
1714,2620,1
1714,2890,1
1714,3014,1
1714,3070,1
1714,3187,1
1714,3341,1
1714,3555,1
1714,3652,1
1714,3792,1
1714,3912,1
1714,3947,1
1714,4236,1
1714,4257,1
1714,4287,1
1714,4580,1
1714,4853,1
1714,4868,1
1714,5164,1
1714,5838,1
1714,5991,1
1714,6084,1
1714,6154,1
1714,6432,1
1714,6762,1
1714,6920,1
1714,7017,1
1714,7111,1
1714,7119,1
1714,7165,1
1714,7300,1
1714,7556,1
1714,7656,1
1714,8051,1
1714,8230,1
1714,8616,1
1714,8661,1
1714,8809,1
1714,8821,1
1714,8872,1
1714,9587,1
1714,9671,1
1714,9713,1
1714,10027,1
1714,10247,1
1714,10341,1
1714,10347,1
1714,10577,1
1714,10585,1
1714,10920,1
1714,11009,1
1714,11012,1
1714,11115,1
1714,11150,1
1714,11338,1
1714,11468,1
1714,12007,1
1714,12026,1
1714,12091,1
1714,12134,1
1714,12281,1
1714,12363,1
1714,12465,1
1714,12554,1
1714,12562,1
1714,12699,1
1714,12749,1
1714,12850,1
1714,12884,1
1714,12982,1
1714,13052,1
1714,13246,1
1714,13247,1
1714,13414,1
1714,13668,1
1714,13763,1
1714,13952,1
1714,14031,1
1714,14338,1
1714,14701,1
1714,14707,1
1714,14863,1
1714,14899,1
1714,14983,1
1714,15160,1
1714,15359,1
1714,15410,1
1714,15500,1
1714,15512,1
1714,15546,1
1714,15899,1
1714,16018,1
1714,16089,1
1714,16106,1
1714,16240,1
1714,16295,1
1714,16447,1
1714,16762,1
1714,17383,1
1714,17799,1
1714,17916,1
1714,17948,1
1714,18320,1
1714,18741,1
1714,18751,1
1714,18766,1
1714,18782,1
1714,19091,1
1714,19194,1
1714,19206,1
1714,19449,1
1714,19807,1
1714,20053,1
1714,20254,1
1714,20299,1
1714,20388,1
1714,20591,1
1714,20602,1
1714,20791,1
1714,20837,1
1714,20863,1
1714,20978,1
1714,21061,1
1714,21151,1
1714,21253,1
1714,21259,1
1714,21449,1
1714,21458,1
1714,21648,1
1714,21729,1
1714,21867,1
1714,21966,1
1714,22025,1
1714,22053,1
1714,22058,1
1714,22522,1
1714,22530,1
1714,22857,1
1729,1737,1
1729,1943,1
1729,2024,1
1729,2051,1
1729,2594,1
1729,2620,1
1729,2890,1
1729,3014,1
