stop_lat,stop_lon,stop_id
46.9829161614249,8.06867686623755,1
46.9510387013416,6.85292390999948,2
46.1795309251755,8.88618869066432,3
47.0151666109826,6.70940906018857,4
46.9142702277127,9.77199044299936,5
47.4529257796714,7.09890060113133,6
47.0363846742708,8.57053866608647,7
45.8634692478983,8.97878703016425,8
46.1691924067329,9.05270939490474,9
46.8236462039525,8.03018405630767,10
46.1565496519364,8.98424878709246,11
46.6492346335674,7.18815720777387,12
46.6769772208009,6.98413184041624,13
47.1282993954595,7.61070675117683,14
46.9340807385022,7.41526927793658,15
47.3898360226274,9.28989157940383,16
47.3490001580287,8.17632198674858,17
46.8547885944847,8.64621274563123,18
46.9139572745344,8.36720500149771,19
46.4669520742784,6.23283483559114,20
46.5428735506999,6.83787712898838,21
46.5276532385357,6.63554059436514,22
46.9456851038058,7.42746839949662,23
47.4431815882931,9.55616121280676,24
46.8613367681442,9.89612863212912,25
46.7512694666081,7.03479682244764,26
47.673683045542,8.63161512226225,27
47.2706410033041,7.6948070280878,28
47.2248020921027,7.78216818948059,29
46.076139286967,7.02890387418299,30
47.5478855583551,9.29916219313723,31
46.5658658635533,6.80577134072948,32
46.8519442515534,9.51709348109497,33
46.9799315209373,7.50291790022032,34
47.3335628826439,8.05536383372505,35
47.2293773981318,8.96703706624633,36
46.6057487944472,6.24608498603375,37
47.1816527981759,8.65538454468336,38
46.1945997836611,9.01816917222553,39
47.3453299530916,7.66064409782798,40
47.1920985125429,7.38681064973171,41
47.3892156903489,8.62891119325668,42
46.1541788119665,8.60154850969859,43
47.1635587181132,8.51416938200012,44
46.1850166419593,9.02593959943425,45
46.3198475298838,9.40511848091388,46
46.7869256493484,7.54017103505794,47
47.3596684752889,7.50380723235172,48
46.3115210583845,7.85294645072622,49
46.1342933389696,8.82030624771782,50
46.2127789066713,7.42821400118254,51
47.2080470015445,8.70734310072407,52
46.0060201175651,8.85887092287044,53
46.7814879920227,9.81327701346324,54
46.9378039774936,7.18964841114571,56
47.481783262087,8.17652859926396,57
